ID,FC,p
LARP1B,0.013396014,1
NDUFS2,-0.082381451,1
AABR07026311.1,-0.213602279,1
AABR07038349.1,-0.355176379,1
TMEM132B,0.015921948,1
AABR07015812.1,0.077682427,1
SH2D1B2,0.05696855,1
RGD1307100,0.062506975,1
TIGD2,-0.221370501,1
ULK3,-0.085530338,1
AABR07029613.1,0.012358778,1
PPP1R36,0.291864878,1
AABR07018323.1,1.194859242,1
SUMO3,-0.069836916,1
GMNC,0.718709785,1
NEWGENE_2724,0.685878765,1
AABR07009978.1,-0.056651109,1
NCAPG,-0.167941269,1
RASSF9,0.007991936,1
AABR07032453.1,-0.05308339,1
DLG1,0.138587606,1
DNAAF3,0.174273917,1
TMEM86B,0.078513359,1
AABR07034445.1,-0.070467523,1
COX6B2,0.057260653,1
ZFP628,-0.422135578,1
LOC103694404,0.997593577,1
AP1S2,0.236949545,1
CDKL1,0.104516093,1
TLR1,0.040542955,1
LOC685203,-0.330980475,1
GIMAP7,-0.057619263,1
AABR07025819.1,0.248528355,1
BCO2,0.441195366,1
AABR07009538.1,0.67306521,1
HACD2,0.028249635,1
LOC103694328,-0.077895644,1
PIEZO2,-0.238589087,1
AC127084.3,0.828201058,1
CENPL,0.005899335,1
RGD1564308,0.155543669,1
CD86,0.053982028,1
AC135409.1,0.200918195,1
IQCB1,0.095780498,1
BTN2A2,0.86721478,1
HCLS1,-0.049799864,1
LOC294154,0.00267867,1
GRXCR1,-0.337741837,1
RGD1565641,0.110164432,1
AABR07048397.1,0.11035622,1
POU3F3,0.057776145,1
AABR07067499.1,-0.582063806,1
DRAM1,-1.172423688,1
SPCS3,0.383527193,1
RGD1560034,0.173745825,1
STAB2,0.001113603,1
COX17,-0.004893209,1
MGC105567,-0.347205819,1
RGD1309362,0.149810294,1
AABR07037419.1,-3.611338848,1
AABR07037410.1,-0.017406005,1
AABR07025368.1,0.10047532,1
LYPD6,-0.042424347,1
RT1-A1,-0.119517758,1
AGRP,0.840477894,1
NAA50,0.27479682,1
SPICE1,-0.012059039,1
AABR07051947.1,0.105184544,1
AABR07051878.1,-0.121104465,1
KLF8,0.389952222,1
LOC681355,0.886035106,1
SPACA6,0.05788289,1
CCDC153,0.073114034,1
PNPLA8,0.144564932,1
MFRP,0.440219704,1
FREM3,-0.354844268,1
CIP2A,0.31769307,1
YJEFN3,-0.361081214,1
LOC108348074,0.565000797,1
AABR07070046.1,-0.193350045,1
PRAM1,0.07715549,1
CCDC71L,-0.672692027,1
RGD1305455,-0.17561209,1
ZSCAN21,0.001583756,1
YTHDC2,-0.006899941,1
AABR07035539.1,0.064322292,1
GPR31,0.468158291,1
PSMG4,-0.080478733,1
SLC25A51,0.095524888,1
HAUS4,0.396612401,1
MRPL52,-0.084233689,1
AHCYL2,-0.145424123,1
CFAP157,0.088054084,1
DGKK,0.712199788,1
HRCT1,-1.049082766,1
MSLNL,0.018855077,1
FAM129C,-0.164971582,1
C17H6ORF52,-0.026106457,1
PRRT4,0.048989694,1
SLC37A2,-0.165360843,1
TSBP1,-0.572241856,1
FCHSD1,-0.149899336,1
DDA1,-0.197064144,1
PCDHGB7,0.077556314,1
PCDHGB6,-0.053562301,1
PCDHGB5,0.234477707,1
PCDHGB4,-0.140524246,1
PCDHGA3,-0.099833438,1
PCDHGA1,0.396841225,1
TMEM229A,0.107431173,1
PCDHB19,-0.119762804,1
AC131360.1,-0.012296156,1
LOC108348771,-0.171324863,1
AC131360.2,0.107659201,1
CCDC152,1.64132948,1
PCDHB2,0.381198523,1
TMEM253,0.376223635,1
AASS,0.214701775,1
PLP2,-0.248201762,1
LOC360919,0.295127402,1
AC130232.1,-0.061471244,1
FAM32A,-0.00217272,1
CCL27,-0.088205494,1
KCND1,-0.187716449,1
RDH14,0.160169863,1
FAM219A,-0.118643239,1
TRMT10C,0.145615212,1
SUV39H1L1,-0.059154467,1
AABR07027111.1,0.018287246,1
RGD1561161,0.402332045,1
WDR13,-0.113045442,1
DYDC2,-0.277915357,1
ECSCR,-0.995902067,1
PROB1,0.136255945,1
LNP1,0.14910823,1
ABCA17,-0.426696024,1
G4,-0.132556834,1
SRPX,0.462244653,1
COL8A1,0.660192684,1
AABR07034657.1,-0.262645954,1
PRSS22,0.614248362,1
IPO11,0.154763168,1
ORAI3,-0.076442834,1
CENPK,0.713796158,1
ZDHHC11,0.398063119,1
RT1-CE4,0.027076312,1
PM20D1,0.091738088,1
RAB7B,0.094533812,1
GPR34,0.323310651,1
EXOC3,-0.100338743,1
TTF1,0.020184695,1
AC094217.1,0.018253096,1
AABR07066826.1,0.562091717,1
FAM193B,-0.147893296,1
ZFP512,-0.055176622,1
AABR07035338.1,-0.07848783,1
RPP14,-0.044860707,1
GPR12,0.032522532,1
JADE3,-0.145110421,1
AK6,0.138029503,1
PIGP,0.002665312,1
CACTIN,-0.137907068,1
LRRC73,-0.081011218,1
MFSD12,-0.178367045,1
DNMT1,-0.203554285,1
LOC690617,0.093447939,1
CLDN12,0.223203854,1
RGD1306063,0.058894578,1
LOC681410,-0.01516181,1
SMIM11,0.1152287,1
ABCG3L3,-0.173590559,1
LBH,-0.055421815,1
TRIQK,0.072970448,1
AABR07020786.1,-0.096812571,1
RAD54B,0.817012948,1
DSC2,-0.431335883,1
CTLA2A,0.614248362,1
PTK7,0.0019479,1
SLC25A5,-0.098534809,1
UBE2A,0.294690894,1
UPF3B,0.191675572,1
AABR07055527.1,0.208103845,1
NDUFA1,-0.079621601,1
AABR07028805.1,0.017590447,1
NDUFAF6,-0.035371043,1
CRNKL1,-0.236293423,1
RT1-M6-2,0.673400494,1
RGD1565355,0.411575262,1
TREML1,0.003907521,1
FOXN2,0.115243736,1
AABR07028999.1,0.042160433,1
STPG4,0.001073952,1
LOC108348062,-0.249753926,1
ANKRD34B,0.020717731,1
ATP6AP1L,0.144025827,1
ZCCHC24,0.004471791,1
AABR07014114.1,0.422614664,1
AABR07059198.1,0.025066117,1
EPM2A,0.491219585,1
CHMP2B,0.019309304,1
CDKL4,0.225969993,1
RGD1562402,0.712551476,1
SLF1,0.113474613,1
ZC3H10,-0.029202411,1
CYP1B1,-0.354093155,1
TTC37,-0.076605248,1
CEBPZOS,0.173745825,1
MIR770,0.089015414,1
MIR760,0.31769307,1
MIR496,0.491694119,1
RF00152,0.436878831,1
RF00001,0.385763665,1
AC135741.1,-0.456830731,1
AABR07027009.1,0.599391698,1
GM23880,-0.830255873,1
MIR1188,0.038742348,1
MIR1249,-0.297036577,1
GM23841,-0.05308339,1
AC123095.1,-0.402707393,1
AABR07071819.1,-0.05525839,1
AABR07065531.1,0.001942967,1
AABR07053152.1,0.649556986,1
MIR1893,-0.510072109,1
AC135310.2,-0.642661256,1
AABR07010030.1,-0.178610298,1
AABR07026929.1,0.287220209,1
EFS,-0.038158489,1
AC134160.1,0.564700179,1
SMIM7,-0.113187739,1
GAL3ST1,-0.403801036,1
STARD3,-0.091515569,1
RCCD1,-0.050859325,1
AC105662.2,-0.187958742,1
OTUD7B,0.019199471,1
TICAM2,0.109303208,1
ICAM4,0.096409763,1
ACSM1,-0.6334995,1
RAB26,-0.095982163,1
PRR13,-0.169579561,1
ZFP93,-0.002100737,1
ERICH1,-0.040371879,1
CPLANE1,0.191699201,1
LSM5,0.619943859,1
TMEM173,-0.138916973,1
CLEC4A1,-0.272153357,1
EOMES,-0.6334995,1
ATP6V1FNB,-0.524135901,1
GIPC2,0.345038658,1
AABR07017874.1,-0.6334995,1
LOC108349010,-0.060229259,1
BTBD19,0.136233978,1
COLCA2,0.67247293,1
CFAP20,0.002363089,1
MROH2A,0.126924829,1
RAB31,0.00740737,1
PABPN1,0.015378649,1
EFCAB2,-0.036637575,1
TMEM240,-0.094273177,1
ZSCAN25,-0.217967191,1
AC126071.1,-0.05308339,1
CYP2J10,-0.210770654,1
AC099444.2,-0.593276514,1
RGD1307182,0.758525288,1
RPL41,-0.205917407,1
AC130035.1,-0.115728539,1
TM6SF2,-0.099474863,1
DCAF7,0.057198308,1
TMEM215,0.486183994,1
ECD,-0.276533542,1
RGD1561157,0.422773047,1
AABR07071731.1,0.491694119,1
HDGF,-0.066254806,1
AABR07031734.13,0.23893603,1
GPR21,0.882350678,1
UBB,-0.068031853,1
FBXO31,0.064333562,1
TRAPPC2,0.166628875,1
AABR07018124.1,-0.058877011,1
ZFP267,-0.000142519,1
NSL1,-0.342906432,1
PLCXD2,0.138234474,1
LOC680200,0.247934084,1
KIAA0408L,0.173486905,1
SLC41A1,-0.12311822,1
AABR07052588.1,-0.598399152,1
PCDHGA4,-0.188325994,1
SMPDL3B,-0.311535572,1
SLC44A5,-0.070315765,1
DNAL1,0.20336511,1
LOC679894,0.149804963,1
SMIM22,0.755221772,1
AABR07001896.1,0.043550411,1
DNASE1L2,0.278384655,1
MLKL,0.046041563,1
TARBP2,0.093886309,1
PIGK,-0.030299527,1
AABR07044308.1,0.458126416,1
AABR07071842.1,0.988503099,1
TGIF2,0.26665926,1
AABR07031734.14,-0.124361486,1
ZNF442,0.451677316,1
KCTD7,0.097967287,1
SLC25A6,0.49644203,1
BCL10,0.15623597,1
CCDC122,0.067305353,1
AABR07043601.1,-0.059809559,1
RPS6KA1,0.062274519,1
NAT14,-0.043447342,1
ACYP2,-0.05856518,1
RGD1559909,-0.109195756,1
CYP4V3,0.188082125,1
GSKIP,0.047012091,1
NEK11,-0.316756257,1
TPD52L3,2.926731162,1
AC130970.1,-1.08424109,1
ANKRD63,0.150972786,1
CDC42SE2,0.012201267,1
DDX59,-0.077259974,1
AABR07046707.1,0.062662998,1
FBXO25,0.075622637,1
TTC4,-0.032206371,1
ERAS,0.478004318,1
ADAM22,0.106276036,1
TATDN2,-0.141315308,1
COP1,0.112279838,1
CYP4F5,0.092853329,1
LOC100364435,-0.045773904,1
TMEM250,-0.157825044,1
SMIM17,0.208203991,1
NDUFV2,-0.007061238,1
ZFP964,0.204423019,1
PEAK1,-0.133837107,1
PHETA2,0.423464253,1
UBE2D2,0.140439658,1
WFDC6A,0.236856902,1
TMEM190,0.146695377,1
AABR07010907.1,-0.310136313,1
PDE4D,-0.097610474,1
BMYC,-0.027751169,1
BAG4,-0.010189923,1
CKS1B,-0.617390403,1
TCP11L1,0.035177241,1
ZFP866,0.013753456,1
RGS10,-0.23467474,1
ZGLP1,0.797323015,1
AABR07009224.1,-0.009465325,1
TTC39B,0.157148487,1
RHOF,-0.268434352,1
MARVELD1,-0.281757965,1
TMEM273,0.167842389,1
ASB5,0.477785899,1
NDUFAF8,-0.278226146,1
NXNL1,-0.061364687,1
LOC685081,-0.002816077,1
AABR07007130.2,-0.295719398,1
AABR07049574.1,-1.544775099,1
MSRB3,-0.044068409,1
AABR07006860.1,0.113548536,1
GRPEL2,0.051721742,1
TRIM34,0.060409678,1
ZMAT4,0.02828865,1
ARMC7,-0.027611132,1
MINOS1,-0.044998331,1
NIPA1,0.025335188,1
AABR07072264.1,0.422842583,1
CIART,-0.138750767,1
MRPL28,-0.20549844,1
RGD1560775,0.415950269,1
RGD1563159,0.573929474,1
FBRS,0.079928083,1
EFHC1,0.157950704,1
SLC25A18,-0.126680455,1
AABR07061755.1,-0.272386694,1
MRPL42,-0.128141566,1
ADGB,0.05817543,1
FAM72A,-0.230244578,1
FGF13,0.167199108,1
TMEM243,0.021093366,1
APOL3,0.214487765,1
LINS1,0.060421223,1
ZFP28,0.301643434,1
ROPN1L,0.289333068,1
SESN2,-0.116509784,1
VTI1A,-0.094945777,1
FAM229A,0.628146492,1
AABR07012856.1,-0.181522795,1
CD59,-0.081541623,1
ZFP52,0.482454957,1
AABR07030521.1,0.100770007,1
JUNB,0.083169789,1
LOC687707,-0.937046113,1
JAM2,0.049098564,1
AC109942.2,-0.252937715,1
AHDC1,-0.110572828,1
PAPPA2,-0.414323924,1
LOC688801,0.083917813,1
LOC103693430,-0.057610052,1
WDR74,-0.119200306,1
CEP192,-0.009134377,1
RPS28,-0.050756301,1
CDYL2,0.005857375,1
ALPG,-0.256858507,1
COX7A2,-0.092762116,1
RT1-T24-4,-0.016280085,1
MYCBPAP,0.380959815,1
MXRA7,0.138939244,1
RWDD1,0.07192732,1
RGD1304770,-0.937046113,1
LOC100361087,-0.023360887,1
TTC27,0.092423353,1
NRIP2,-0.077936726,1
XRN1,-0.022966857,1
RGCC,-0.217130955,1
ORMDL1,0.413930709,1
PDSS2,0.067271996,1
LOC363337,0.184272657,1
TMEM45A,0.397251092,1
MTX1,-0.056529955,1
NCALD,0.087162354,1
ADAM19,-0.121276935,1
NUDT21,0.056887031,1
SLC9B1,0.117265017,1
LCMT2,-0.050661256,1
EPM2AIP1,0.22146442,1
RCN3,0.069304844,1
BTNL10,0.636163254,1
MSMP,-0.128293708,1
RD3L,-0.011247347,1
AABR07045431.1,-0.031275662,1
FBXL13,-0.006148934,1
ZFP770,0.239382668,1
CNN2,-0.361075598,1
ZFP951,-0.380841439,1
ZFP639,0.014421617,1
APLF,0.036757351,1
DNAJC4,-0.263666837,1
SIAH3,-0.120839507,1
TIPIN,-0.035159794,1
SEC22A,0.030248446,1
LINC00176,-0.619397699,1
AABR07025328.1,0.212277788,1
ZFPM1,-0.295934553,1
CLSTN2,-0.091819949,1
AP1M2,0.30292678,1
OXCT1,0.080576105,1
ETV3,-0.181484718,1
MT2A,-0.160060626,1
DDX21,-0.080324651,1
AC109037.1,0.535610692,1
BAHCC1,-0.028374229,1
FRRS1L,-0.171045025,1
LYRM2,-0.20781293,1
LOC103693563,-0.145658536,1
FAM43B,-0.115616765,1
TOMM7,0.003336768,1
AC096317.1,-0.171762935,1
CCKAR,0.141827581,1
ARMCX4,0.010360966,1
LBHD2,0.085771859,1
AP3S2,-0.115360858,1
EML1,-0.003218912,1
AABR07043823.2,0.050949818,1
ARFGAP1,-0.074501706,1
CNTLN,0.179660675,1
ITGA9,0.128269124,1
HDHD2,-0.016545018,1
AABR07071966.1,-0.061503747,1
0,0.081831106,1
CNTNAP5C,0.251997173,1
PPIL6,0.264464136,1
TRUB2,-0.053773034,1
HACD1,0.433932213,1
SMIM1,0.058525146,1
LOC688613,-0.123525595,1
COQ8A,0.036155652,1
KRT75,-0.360086751,1
HARBI1,0.129853211,1
PPP3R1,0.279387815,1
DIP2A,-0.056455885,1
RTBDN,0.242580544,1
FBN2,-0.170809462,1
ZFP949,0.100369262,1
ZFP771,-0.088129715,1
CYP4F6,-0.164073013,1
AC142180.1,-0.523202132,1
MRM2,-0.035475469,1
CPNE2,-0.276871118,1
SMIM13,0.404060819,1
LOC102551539,0.202154491,1
RGD1565033,0.315600688,1
ENHO,-0.074813757,1
APCDD1,-0.187505908,1
BIRC7,-0.001529337,1
UPK2,0.077141796,1
CHMP2A,-0.086059599,1
RNF180,-0.187522636,1
ZFP51,0.333058153,1
RNF168,0.114372892,1
RPL39,0.069003953,1
CAP2,-0.053785228,1
ZFP407,-0.027431442,1
ZFP362,-0.329390371,1
AABR07063829.2,0.382762944,1
FUBP1,0.060352632,1
RGD1566099,-0.263443864,1
TMIGD3,0.452102305,1
FDPS,-0.041545689,1
NKPD1,-0.365810621,1
CYTH1,-0.023599563,1
COMMD2,0.204656755,1
CPE,-0.051430146,1
IRF3,-0.137369736,1
SAMD12,0.044463739,1
LOC100910678,-0.192947324,1
CFAP300,0.090354367,1
AC123144.1,-0.061564784,1
HIST3H2BA,-0.103655597,1
KYAT3,-0.012504809,1
MICU1,-0.130671412,1
ZFP707L1,0.177724564,1
LIN52,0.267917815,1
THEM5,0.353523843,1
SPP1,0.23893603,1
ARC,0.01785287,1
TNFRSF26,-0.541109486,1
RGD1560171,-0.418974264,1
SIK2,-0.040609972,1
AABR07010717.1,-0.184813029,1
EHD1,-0.073965278,1
CYP4X1,0.077045487,1
AY172581.24,0.308592282,1
RF00001,0.203549397,1
RF00001,-0.46644813,1
RF00001,0.209486449,1
RF00001,0.432193393,1
SLC39A3,-0.112719417,1
RTL8A,-0.106768415,1
DUSP11,0.085914138,1
LOC687399,-0.087667983,1
FRAT2,0.316241924,1
EID2B,0.184564913,1
ENTPD7,0.142540725,1
PROSER2,-0.131002504,1
LOC102551901,-0.075105385,1
ROMO1,-0.034557539,1
CD34,-0.075341758,1
GVIN1,0.067305353,1
UQCC3,0.16431475,1
_,-0.208708665,1
RBM14,-0.041586036,1
NOL8,-0.056147206,1
LOC288978,-0.52549298,1
MORN3,-0.190326465,1
AABR07002068.1,0.039634313,1
LOC103690064,0.492658576,1
TNFSF9,-0.41384185,1
AC139391.1,-0.134966883,1
UXS1,0.151405877,1
LOC688286,0.213926644,1
GATC,-0.32879674,1
SPACA5,-0.220965542,1
CAPN10,-0.074915677,1
PKD1L2,0.09444167,1
ATP23,-0.002235633,1
FASN,-0.151706109,1
RNF14,0.020792394,1
AABR07019083.2,0.203549397,1
RGD1560883,-0.05416333,1
HAX1,0.089058848,1
ARRDC3,-0.234387145,1
LOC100912498,-0.054727443,1
HSPA1A,0.340744107,1
LOC103690005,-0.060246329,1
LOC102546678,0.018249196,1
AMIGO1,0.001960993,1
IFNAR2,0.055111004,1
TNFSF12,0.108466292,1
LOC100911402,-0.317989963,1
LOC102553715,-0.126471275,1
LOC100910978,0.37673941,1
NFS1,-0.041128123,1
RLIM,-0.003429183,1
AABR07028979.1,0.093583019,1
CCDC110,-0.220965542,1
LIN7C,0.073777182,1
LOC103689971,0.135417675,1
AABR07033887.1,-0.049322444,1
LOC689479,-0.325184104,1
AK4,-0.157725209,1
TMX3,0.156515713,1
AABR07071891.3,0.521989793,1
CYB5D1,0.024914722,1
ETNPPL,0.169853516,1
CAPNS1,0.107767513,1
RRM1,-0.052578029,1
HIST2H2BE,0.098410405,1
LOC108348080,-0.036168263,1
CXXC4,0.272629346,1
MGC94207,-0.0386678,1
HIRA,0.00796819,1
CHL1,0.015479396,1
LOC100911545,-0.182480097,1
RNPEPL1,-0.067357764,1
AABR07039210.2,0.100209477,1
MIR3561,0.114545629,1
LOC100359687,-0.089630421,1
FAM50A,0.030181679,1
EIF4A3,-0.092276666,1
GATD1,0.034185644,1
ABO2,-0.541109486,1
RABIF,0.009090516,1
GRIA1,-0.195651641,1
LOC103690002,-0.216702076,1
SLC41A3,-0.508546621,1
THBS1,0.109288329,1
AABR07042611.1,-0.586923708,1
HPS1,0.064154138,1
HIST1H2AO,0.043018559,1
RUSC2,-0.104153753,1
IMPACT,0.146718683,1
RFX2,-0.355054818,1
ZFP277,0.321045138,1
TMED8,0.024203176,1
U2AF1,0.025098519,1
NAA16,0.02120818,1
RGD1559588,-0.205723611,1
AC098547.1,0.004384195,1
GM25994,0.040182928,1
LOC100365810,0.105940305,1
CFL2,0.081376039,1
LOC100912393,0.189423019,1
MEPCE,-0.588301643,1
PRDM16,-0.045166688,1
JARID2,-0.098886361,1
MCU,0.049508993,1
RT1-T24-3,-0.082041764,1
LRRC45,0.074939988,1
SIK3,-0.101942121,1
LOC102556148,0.274618825,1
SUSD6,-0.095126306,1
RNF170,0.170004103,1
ACSBG2,-0.8224583,1
ARL10,-0.062818958,1
LOC100911581,-0.050246792,1
EPHB4,0.042175864,1
NEWGENE_1308612,-0.012069556,1
AC103179.1,0.155066739,1
LYRM7,-0.152238522,1
AABR07026892.1,0.712199788,1
N4BP3,-0.218298792,1
AABR07064061.1,-0.260976235,1
AABR07027545.1,-0.929848104,1
HBA-A3,0.373557702,1
MIR6333,-0.791587428,1
CHST14,-0.484226419,1
SEMA6B,-0.063266938,1
TNFAIP8L1,0.353228036,1
CLASRP,-0.071923586,1
AABR07030823.1,-0.16370709,1
LOC301124,-0.119268748,1
SCD2,-0.027053443,1
C12H7ORF61,0.54101424,1
CLDN3,-0.089077652,1
LOC108348172,0.106204668,1
WDR77,0.110368582,1
EXOC4,-0.004503798,1
HAUS6,0.047629873,1
AABR07055792.1,0.899305149,1
TAP2,0.06093146,1
ITPRIP,-0.001564975,1
NDP,-0.389682856,1
AABR07064304.1,-0.044461691,1
DENND1C,0.175017569,1
SCCPDH,0.133365818,1
NUDT11,0.204578753,1
LOC103694506,0.289231108,1
AABR07036920.1,-0.645625317,1
AABR07027088.1,0.042867177,1
AABR07015079.1,0.380146916,1
GON7,0.252789569,1
TMC8,-0.826007048,1
CD151,-0.019039574,1
LOC689574,0.015925883,1
DEDD2,-0.100423061,1
UCHL3,-0.039160921,1
GPR108,-0.060706237,1
AABR07024439.1,0.060067699,1
LOC102553613,-0.266034868,1
SYT14,-0.103041284,1
PGAP3,-0.194879413,1
KNOP1,-0.189015632,1
AABR07008805.1,-0.19636304,1
LOC108349745,0.175414893,1
LOC498675,0.343463694,1
ZBTB33,0.016531585,1
AABR07004511.1,0.374016386,1
LOC100909505,-0.050981099,1
AABR07065127.1,0.933189502,1
AABR07042936.1,-0.349171344,1
PPM1L,0.053644574,1
AABR07035839.1,-0.039476459,1
SF3B6,0.008408936,1
AABR07054397.1,0.789051122,1
FAM131A,-0.045507797,1
ANKS4B,-0.288199253,1
AABR07055280.1,-0.210760828,1
AC112062.1,-0.010825072,1
LOC103690007,0.216940996,1
MIR5126,0.544598804,1
AABR07029596.1,0.280383053,1
ICOS,0.022903046,1
METRNL,0.21820984,1
TSPAN15,0.10504193,1
CBX4,-0.105693997,1
FBXW4,-0.202342215,1
LOC102547811,0.103502543,1
CYP27B1,0.933189502,1
CEACAM4,-0.243263596,1
TPRG1L,-0.111659235,1
CACNA1S,-1.04564443,1
KLF7,-0.020974788,1
AABR07057423.1,-0.06968681,1
AABR07015881.1,-0.135644322,1
LOC100911027,-0.030898879,1
TBL2,-0.048226179,1
ADGRE1,-0.024858517,1
RALGAPA1,0.109373341,1
CTDSPL,-0.059035113,1
ACP5,0.377841643,1
PCDHB7,0.112843349,1
LOC100911685,0.095885248,1
HNRNPAB,0.069316392,1
LOC100910833,0.107725085,1
MYH3,0.583128063,1
TCEAL5,0.082919886,1
MIR6326,-0.05525839,1
TMEM41A,0.077402115,1
UBALD1,-0.082019805,1
ATP5PB,0.121288751,1
LOC103690114,0.147681722,1
GLYCTK,-0.149069573,1
LOC100910308,0.100567106,1
LOC102553138,0.363327496,1
BASP1,0.087800163,1
TOMM6,-0.193610245,1
RP1L1,-0.058621087,1
RBPJ,-0.031531839,1
AABR07029581.1,0.01512734,1
AABR07007032.1,-0.035515599,1
LOC100909824,0.180331584,1
AABR07067896.1,-0.106465788,1
RPN1,-0.011663808,1
AABR07067829.1,-0.093963019,1
LOC501406,0.051327386,1
ADH5,-0.174927311,1
RF00001,-0.017988136,1
DMD,0.101479844,1
SRM,-0.153102879,1
LOC100911365,-0.002747542,1
AABR07030156.2,-0.083065522,1
TCEAL3,0.037071384,1
FAM177A1,-0.055037709,1
FAU,-0.231889659,1
AC130624.1,1.084032281,1
HIC1,-0.150560703,1
VWA5A,-0.102138942,1
AABR07006458.1,0.208815625,1
MFN2,-0.049594346,1
LRRC75B,0.162503802,1
VPS37C,-0.011664543,1
MTHFSD,-0.257002315,1
RCOR3,-0.108969735,1
LOC100911485,-0.001718507,1
LOC100912228,-0.370635438,1
AABR07032904.1,0.430216749,1
FCGR2B,0.129876641,1
ZIK1,0.232537667,1
AABR07022144.1,0.042276149,1
PTGFR,0.900712907,1
ZFP300,0.313587336,1
ARFGAP3,0.084005575,1
CHAF1A,-0.140516372,1
AABR07005779.3,-0.128995285,1
CCDC160,0.189121648,1
NEMP1,0.139707699,1
PNPO,-0.072596337,1
BRAP,0.011215549,1
IRGQ,-0.012363985,1
LONP1,-0.172786874,1
BEND3,-0.445806645,1
ST6GAL2,-0.025008572,1
AABR07072748.2,0.028074774,1
LOC100911572,-0.330980475,1
PHF20L1,-0.090625704,1
ZDHHC16,-0.186646659,1
AABR07043421.1,0.057452461,1
PPM1M,0.122007253,1
AABR07016141.1,0.207505023,1
AC119536.1,0.378651463,1
LOC103689954,0.046292897,1
RBM24,-0.002242211,1
RHOX5,-0.431335883,1
AC109096.1,0.011356379,1
TUB,-0.047490249,1
AABR07051791.1,-0.537488305,1
LOC302192,0.352434259,1
AABR07048211.1,-0.205056916,1
AABR07054370.1,-0.121398251,1
TMEM14A,0.300793705,1
EXOC7,0.067462395,1
KLHDC4,-0.221375301,1
AABR07015066.1,-0.559424036,1
AABR07006030.1,-0.438325598,1
CITED4,-0.48595361,1
LOC103690149,0.202581683,1
AABR07043748.1,-0.323785161,1
AABR07068455.1,-0.499753274,1
AABR07048419.2,0.07989216,1
CDCA5,0.079592935,1
ITGAE,-0.274893739,1
CYP3A9,0.393065193,1
PRELID3B,-0.146392614,1
LOC103693854,-0.15086174,1
IMPAD1,0.135807077,1
ZFP84,0.101039829,1
AABR07051395.1,-0.205723611,1
GPC6,-0.325184104,1
INTS6L,0.050908415,1
FCGR2A,-0.023968375,1
LOC108348136,0.011433991,1
FOSB,-0.230593733,1
GPBP1L2,0.924771068,1
FAM181A,0.178439481,1
LILRB3,0.840477894,1
GPS1,-0.096083699,1
METTL27,0.317108995,1
SNX3,-0.051422366,1
AABR07063425.1,0.56407854,1
ABCC2,-0.164366915,1
LOC688672,-0.028903024,1
ITSN2,0.046591776,1
ANKRD29,0.186162507,1
LOC691918,0.499260741,1
LOC688649,0.798403964,1
AABR07035375.1,0.115638982,1
ADSSL1,0.185508168,1
MMS19,-0.004051564,1
COL23A1,0.090376585,1
AABR07040887.1,0.166475236,1
SH3RF3,-0.079706688,1
KHDRBS1,0.044736367,1
RPUSD2,0.236975659,1
PHB,-0.154879406,1
ARHGEF16,-0.409100708,1
KDR,0.025463725,1
AABR07039307.1,-4.386517481,1
C3,-0.121865628,1
AABR07028887.1,-0.217677154,1
PCOLCE2,-0.472209289,1
THPOL1,-0.255887978,1
TMEM121B,-0.203246622,1
B3GAT2,-0.017243334,1
AABR07055154.1,0.664718642,1
ARXES2,0.425761636,1
LOC108348137,0.276815461,1
C1QL2,-0.569540249,1
ACOT4,0.082825517,1
ZFP260,0.06737404,1
LOC681367,0.018012697,1
SNX9,0.184802394,1
MYDGF,0.033743694,1
DBI,-0.045570187,1
ABCA6,0.353523843,1
HK1,-0.08204775,1
ATRX,-0.305090919,1
B4GAT1,0.100374564,1
SGCE,0.149937315,1
NR1D2,0.275425604,1
APOO,0.091985975,1
SNIP1,0.123578178,1
PHACTR4,-0.096598526,1
LOC103690038,0.269217994,1
AC110709.1,0.100210803,1
AK5,-0.121697368,1
KCNB1,-0.035819206,1
LOC100912481,0.065720584,1
CBX6,-0.024972515,1
ABO,0.12907328,1
NOL8,-0.067319159,1
AABR07034438.1,0.007518214,1
CCER2,0.280687395,1
CHRM2,-0.234273361,1
LOC103693999,0.031705343,1
SULT4A1,-0.088947146,1
LOC108348151,-0.501685796,1
ADAT2,-0.288114634,1
ST6GALNAC6,-0.022147582,1
CPNE1,0.085838508,1
RGD1565472,0.026265449,1
PEA15,-0.084192128,1
FUOM,-0.069278809,1
FSTL5,0.159597343,1
AABR07066693.1,-0.165174798,1
LOC100365450,-0.474851029,1
KCNK5,0.272588839,1
MIR2985,0.352495577,1
PRRG3,0.226166696,1
HOMER1,-0.052580754,1
BBIP1,-0.393142065,1
ALDH1L1,-0.211080009,1
MMP24,-0.145888384,1
FADD,-0.275429318,1
LHB,-0.574369034,1
SDHAF1,-0.159679717,1
PLIN4,-0.204540872,1
CLPP,-0.138734213,1
THYN1,0.021154462,1
GPR26,-0.238806302,1
ZFP773-PS1,0.140079231,1
LOC100363537,-0.324995638,1
AABR07066648.1,-0.054304796,1
OAS1G,0.166400839,1
GNG4,-0.008601818,1
PIGZ,-0.257562066,1
LRRTM2,0.172224087,1
RAB10,0.015500389,1
ALKBH7,-0.018926912,1
PSMB11,0.656184694,1
LOC103694855,0.386858025,1
POPDC3,-0.983524261,1
HELLS,0.561350769,1
MTRF1,0.047410255,1
AC097845.1,1.209594614,1
