ID,FC,p
LOC103692173,-0.100258484,1
SLC37A3,0.05579547,1
UNC79,-0.087267476,1
LSM3,-0.135584949,1
ZMYM2,0.074994895,1
SLAMF8,-0.278501832,1
TP53I11,-0.031338646,1
CAMSAP2,0.048953529,1
COPS2,0.216659215,1
DTD1,-0.128023318,1
PLEKHA5,0.078835167,1
PEX2,0.018872648,1
COL5A1,-0.152018739,1
NRF1,-0.007769699,1
FLVCR2,0.040609755,1
ACOX1,-0.015037229,1
TMEM218,0.223898776,1
TSPAN18,-0.193487558,1
CSF3R,0.13188929,1
NCS1,-0.011281777,1
OTUD5,0.019489837,1
ZFHX4,0.09073127,1
GRIN2B,-0.159939795,1
ATG4C,0.118471563,1
LRGUK,-0.06199546,1
ERG28,-0.0014696,1
PNISR,0.034882556,1
KLF5,-0.241120677,1
AP1B1,-0.042970518,1
MPP5,0.252257698,1
GDAP1L1,-0.06158654,1
UBE2E1,0.174677383,1
TMPO,0.138111173,1
PIPOX,-0.061865727,1
DNAJC11,-0.099812429,1
CLIP4,-0.029486217,1
NSMF,-0.182693856,1
TMEM214,-0.130111774,1
FBXO46,0.092053064,1
GPNMB,-0.197359705,1
FKBP1A,-0.043321647,1
VAX1,-0.36234124,1
SSRP1,-0.011205022,1
SORBS3,0.024933443,1
NFE2L1,-0.054595684,1
HCN2,-0.070390347,1
DACH1,0.143256638,1
ASS1,0.059577889,1
ORC1,0.044766311,1
ECI1,-0.058817995,1
PDRG1,0.065024838,1
PLAG1,0.132560626,1
GUCA2A,0.599391698,1
TTC5,-0.146873939,1
SLC35B4,-0.031952766,1
GJB2,0.280847961,1
ADAMTS10,-0.145805307,1
TANK,0.052278819,1
AABR07047011.1,0.001673196,1
ABCG4,-0.122154291,1
STAC,0.339787527,1
DUSP19,0.095494717,1
PPP1R9A,-0.059859874,1
ATF7IP,-0.135525827,1
TMEM68,0.016946295,1
INO80B,0.058058587,1
CHST11,-0.164912094,1
SLC18A2,0.347819413,1
IFT20,-0.157988632,1
PARP2,-0.135612478,1
GGA1,-0.108535711,1
TRMT44,-0.092332154,1
CORO2A,0.136065055,1
FLI1,0.190619053,1
FGGY,0.066328565,1
SLC35A1,0.259492265,1
DRAXIN,-1.056009201,1
AQR,-0.02983587,1
PRIMA1,0.278986163,1
EHBP1,0.04948099,1
ARPP21,0.012201332,1
DYNLL2,0.034312817,1
TRIM14,-0.061197191,1
ARHGEF12,0.01308112,1
HBP1,0.246427785,1
AEBP2,0.103996255,1
TNFSF15,-0.516862871,1
NCAPD3,-0.006823146,1
TMEM65,0.086083441,1
MAP3K6,-0.642133621,1
CSRP1,-0.053820032,1
NXPH1,0.056501087,1
ETS1,0.115292687,1
PCARE,-0.689289463,1
PENK,-0.059184338,1
EXT2,-0.171542801,1
NANS,0.015462355,1
AABR07059171.1,-1.164340599,1
CPZ,-0.295719398,1
SYNPO2L,-0.92756141,1
ADI1,-0.044830502,1
RASL10A,-0.09743161,1
CDKN2C,0.477785899,1
FGF22,-0.112855073,1
MAPRE3,-0.040546554,1
LOC500028,-0.218480549,1
SOCS2,-0.052538696,1
SLCO5A1,0.700944223,1
PCDH17,-0.225049043,1
TRMT12,-0.290838263,1
RBM48,0.056760578,1
PDCD6IP,-0.00833849,1
IRAK1BP1,-0.073791591,1
DIAPH3,-0.469320052,1
RNF139,0.280367307,1
CRYL1,0.006341478,1
AMOTL1,-0.329605364,1
GRIK3,-0.243823935,1
ARPC4,-0.099638396,1
DPYSL5,-0.091020529,1
FOXJ2,-0.049063995,1
MTSS1,0.018399278,1
SLCO2A1,-0.184813029,1
CCDC47,0.02080275,1
RAB39A,0.140044843,1
SLC35F2,-0.137597526,1
NFX1,-0.009880003,1
SLC6A6,-0.076872991,1
TSTA3,0.080501262,1
LOC103692165,-0.027625732,1
RNF126,-0.092289234,1
NPTN,0.077284601,1
TTLL3,0.108979557,1
CNTN2,0.027069388,1
TDRD3,0.051871915,1
MALSU1,-0.04182714,1
SULF1,-0.054403712,1
TRAPPC12,-0.07349589,1
GAS2L1,-0.071040852,1
SEC24C,-0.052011387,1
ALG6,0.310287063,1
PHF13,0.028827945,1
SLN,0.181449026,1
USP11,0.000267743,1
AMN,-0.057175122,1
ELMOD1,0.073281237,1
SEC62,-0.005337984,1
SPATA21,-0.059308555,1
DNAJC15,0.078099297,1
THRA,-0.138331641,1
PHLDA3,0.1852662,1
TNFAIP1,0.014778174,1
GRIPAP1,-0.078811135,1
AABR07017902.1,-0.020233952,1
TRIM13,-0.143925596,1
TTPAL,-0.049905404,1
MRPL37,-0.062950922,1
PRKAR2B,0.025237946,1
ATP6V1D,-0.074573233,1
RPUSD3,-0.196908296,1
PRKAG2,-0.189805042,1
TXNRD1,-0.076073645,1
DAD1,-0.057805605,1
NUDT4,-0.02358694,1
PON3,0.316606597,1
IMMT,-0.031792473,1
FERMT2,0.029286396,1
CHRAC1,-0.016694172,1
AABR07029605.1,0.06662223,1
KB15,-0.202145564,1
C2CD4B,0.123437886,1
PSEN1,0.02988874,1
PON2,0.053373941,1
MARCKSL1,-0.084693343,1
FAM110B,-0.118579896,1
ITGB3BP,-0.019119075,1
OTUB2,-0.081541515,1
POU2F3,-0.87859306,1
DIS3,0.084238157,1
ZC3H12A,0.487263879,1
MAD2L2,-0.220087161,1
UBXN2B,0.008931902,1
FUBP3,-0.19650187,1
C1QTNF4,-0.001922728,1
LRRC57,0.106988502,1
KLF12,0.068096917,1
CYB5RL,0.141827581,1
JAM3,-0.022478919,1
MIPOL1,0.399145658,1
CAPRIN1,0.030375577,1
NDUFS3,-0.124703297,1
TRA2A,0.13569629,1
FUT4,0.432786622,1
CLASP2,0.061296065,1
FAM133B,0.194665738,1
DDX24,0.024827198,1
DMXL2,-0.011512176,1
SMAD6,0.272588839,1
JAGN1,-0.072354084,1
MKRN2,0.138344278,1
RGD1563056,0.029055182,1
XKR7,-0.019714188,1
DLEU7,-0.057208093,1
SZRD1,-0.169935496,1
FOXP1,0.095553454,1
CCM2L,0.197146875,1
RNASEH2B,-0.001594705,1
TNKS1BP1,-0.005459633,1
RC3H2,-0.022752704,1
ASB4,0.122450544,1
RAB6B,-0.03701963,1
ACCS,-0.301688091,1
RGD1561795,0.564700179,1
LMO4,0.028893316,1
FEZF2,-0.254743922,1
SPATA2,-0.029272648,1
PIBF1,0.082832122,1
SLITRK1,0.033125502,1
C3AR1,-0.223308132,1
FBXO6,-0.140145604,1
HEPACAM,-0.007731621,1
TMEM17,0.088257519,1
EPHA2,-0.176788474,1
E4F1,-0.121016988,1
COPZ2,-0.248742405,1
APLNR,0.051322586,1
ANKRD49,0.058460306,1
NECAP1,-0.008637935,1
ENTPD8,0.553498597,1
OAF,-0.259926128,1
ABHD4,-0.083684434,1
EXOSC2,0.053116348,1
PNRC2,0.048596151,1
PTS,0.061760305,1
POLDIP2,-0.057290914,1
IGSF9B,0.075272641,1
TIMM29,0.083298121,1
CDK6,-0.243532421,1
CNR2,-0.09065417,1
IFI27,-0.076855959,1
ERC1,-0.086977725,1
KCNK9,-0.073398926,1
ANP32B,0.005902635,1
B3GNT2,-0.12242003,1
SMARCA4,-0.139961636,1
FUT11,-0.045928281,1
KPNB1,0.048124895,1
SCHIP1,-0.044753032,1
IFT88,0.09834998,1
MKRN1,0.026714717,1
COMMD1,-0.092683639,1
NUB1,-0.029835923,1
EIPR1,0.025976475,1
NOXA1,-0.027494602,1
FGF14,0.041689318,1
GALK2,0.032672639,1
NUP35,0.124737682,1
DNASE1L3,-0.243263596,1
SNAPC1,0.024113868,1
CHCHD1,-0.0258431,1
FBXO44,-0.044892068,1
ADRA2C,-0.199576541,1
LOC103690017,0.129583723,1
ZFP623,0.189322259,1
ZWILCH,-0.056469189,1
BCL2L10,0.423464253,1
MEAF6,-0.090908192,1
NMD3,0.047242682,1
FSTL3,-0.483118119,1
LRPAP1,-0.047345171,1
TTLL5,-0.048727282,1
CCDC126,0.068058925,1
FAM214B,0.07131452,1
WDR54,-0.058703826,1
FUCA1,0.039878276,1
NR1D1,-0.089256158,1
SLC17A5,0.197763793,1
HCK,0.180102788,1
REC114,-0.405673192,1
OSGEP,-0.238163179,1
MAPK15,0.179192419,1
KRAS,0.234634395,1
CENPE,0.077588233,1
ZBTB6,0.069451836,1
HIVEP3,-0.098798902,1
UGT8,0.122522936,1
ZBTB26,0.158666869,1
ARHGAP25,-0.108504236,1
NOS3,-0.082920656,1
SEZ6,-0.192487453,1
SRP68,0.066810061,1
NRARP,-0.160615705,1
OGFR,-0.095647933,1
OSGIN2,0.164446873,1
SH3BP1,-0.089445475,1
NDUFB9,-0.089324758,1
TOR4A,-0.000265486,1
TBKBP1,-0.064831514,1
LOC100909750,-0.027176933,1
TACR3,-0.091369122,1
RGD1562690,-1.050444611,1
NELFB,-0.080797871,1
RPL4,-0.002457118,1
MAPK6,0.023094056,1
AABR07052486.1,-0.181597867,1
PIK3CG,0.089865062,1
SPTSSB,0.282307234,1
RIPK2,0.226245889,1
KBTBD4,-0.06536597,1
TCEANC2,-0.062655086,1
LMO2,-0.135129872,1
RABGAP1,0.023855278,1
DCAF17,-0.154685689,1
TM9SF4,-0.086015232,1
FBXO2,-0.086476256,1
CHN2,0.006780063,1
LRCH1,-0.103245264,1
CRELD1,-0.078425102,1
PTPRG,-0.147712718,1
IVD,-0.071980492,1
HMGCL,-0.119104373,1
GNL2,-0.072038009,1
TBC1D4,0.087250109,1
EIF2S1,0.079666167,1
MCUB,0.460968172,1
RGD1310507,-0.177802441,1
EWSR1,0.051953689,1
EEF1A1,-0.099527396,1
GUCY1B2,0.582197587,1
RXRA,-0.240501767,1
FAM221A,-0.076775655,1
PAPLN,0.140548071,1
TRIM35,-0.015694657,1
HCN4,-0.159491868,1
PRPF38A,-0.003786286,1
MOB3B,-0.00071283,1
SLC35F6,-0.064134337,1
PDZD8,0.11465396,1
SCP2D1,1.235945316,1
CCDC90B,0.008463433,1
SFRP2,0.397225874,1
UNC45B,-0.601731703,1
IL12A,0.090975124,1
FLNB,-0.025388163,1
EPSTI1,0.413683489,1
OSBPL7,-0.026109774,1
DDX42,0.075800052,1
RGD1359108,0.017204816,1
DDHD1,-0.066768945,1
EMX2,0.059672361,1
PTCD3,-0.017501809,1
GPR160,-0.299843825,1
PHC3,-0.058365889,1
TRMO,-0.133305456,1
SRC,-0.103941009,1
HINFP,0.02402334,1
CD164L2,-0.394441158,1
MRE11A,-0.041551219,1
CASP6,0.237751633,1
ESD,-0.026704884,1
AKR1B1,-0.10207035,1
MME,0.036133449,1
PGM3,-0.187887068,1
TTC39A,0.387262981,1
ADRA1A,-0.56847539,1
RAB11FIP2,-0.051213722,1
SDCBP2,-0.186668437,1
UCHL3,-0.024452222,1
COL9A3,-0.111085967,1
ERICH3,-0.049681686,1
STOML2,-0.107674831,1
PGP,-0.024790438,1
ETFDH,-0.036238494,1
KHDRBS3,0.029329768,1
GPR3,-0.635222098,1
KCNH5,-0.030050032,1
POLR1A,-0.104216741,1
FPGT,0.079537334,1
FBXO3,0.156420756,1
SQLE,-0.037534313,1
SERINC3,0.007426654,1
KRT2,-0.051940208,1
PRR15,0.583128063,1
PDK4,-0.175847692,1
PHF12,-0.026779661,1
MRPL10,-0.043612778,1
HDAC1,-0.154022187,1
PDXP,-0.018612237,1
WIPF3,-0.174853469,1
UBIAD1,0.003078801,1
XPA,-0.062267953,1
NDST4,0.140940267,1
LCA5,0.29396582,1
RPE65,0.230058156,1
TCF20,-0.042095,1
SNPH,-0.074018814,1
ANGPTL7,-0.56173378,1
STOX2,-0.05047342,1
CYB5R3,-0.183670786,1
DTWD1,-0.132329701,1
SNAI1,-0.402374913,1
ZBTB48,-0.08837484,1
LOC103689945,0.020743034,1
NCAPH2,-0.04517977,1
RWDD2A,0.08385589,1
TFE3,-0.047425757,1
LOC299312,0.145984354,1
SH3BGRL2,0.115203615,1
LOC300249,-0.163786712,1
MTOR,-0.082298278,1
LOC100911734,0.076113096,1
CYBRD1,0.673214035,1
DPYSL2,0.069906966,1
CAR2,-0.011837063,1
HSD17B12,-0.10970049,1
TMEM74B,-0.188968949,1
SCRN1,0.01322417,1
ZRSR1,0.022437892,1
PSMF1,-0.02133121,1
CCT4,0.011688552,1
MSL1,0.037219358,1
SLITRK5,-0.027381046,1
PRKCI,0.00124946,1
NUMB,-0.03212075,1
RSPO1,0.27702347,1
RNF19A,0.030439411,1
ENPP6,0.21909423,1
TGDS,-0.018929676,1
APEX1,-0.209821968,1
ANKRD42,0.067879349,1
MLST8,0.028564243,1
DHRS13,-0.364219891,1
CDC42BPB,-0.100699685,1
FLOT2,-0.051023429,1
SDCBP,0.019408267,1
CCDC120,-0.084291012,1
API5,0.206564519,1
RNF219,0.10923539,1
LRRN2,-0.138811347,1
BMP4,-0.234910677,1
MDM4,0.089497934,1
DYNC1I1,-0.133090245,1
LCK,0.067081155,1
TAS1R1,0.053974215,1
GALE,-0.026402039,1
OXA1L,-0.072985811,1
ME1,0.086112251,1
CASC3,0.013973988,1
PEX12,-0.024333281,1
C2CD2L,-0.010220482,1
CHD3,-0.07987048,1
PTPMT1,0.142677394,1
TSTD2,0.061631078,1
GRIP2,-0.051933976,1
UBP1,-0.004860989,1
CYP7B1,0.073357704,1
AKR1B8,0.265121229,1
FIBCD1,-1.23966359,1
LOC108348453,0.54265243,1
WASHC5,-0.046007742,1
SLCO1C1,-0.142073805,1
RAD52,0.048873098,1
PPP3CC,-0.020805315,1
AKAP17B,0.002205382,1
WDR45,-0.082493148,1
GPX7,-0.337633531,1
NAMPT,0.093469017,1
PACSIN2,-0.011993619,1
PALM,-0.028305258,1
TMOD1,0.232627027,1
GPR180,-0.111265406,1
NPY,-0.386211167,1
CDH10,0.210038,1
KIRREL3,-0.049852624,1
ELOVL4,0.10728961,1
TMEM59,-0.002837292,1
KRT8,-0.31674807,1
DYNC1I2,0.029303341,1
EFCAB7,0.041667691,1
CAMK2G,0.084722092,1
CDKN3,-0.281637571,1
EFCC1,0.336444029,1
TOPBP1,-0.023111483,1
KCNK3,-0.062841256,1
ZBBX,0.251505588,1
NFIB,-0.190297605,1
DPAGT1,0.098515044,1
FAM124A,-0.078735539,1
LOC100362176,-0.176226443,1
WASF2,0.048860109,1
IFT80,0.197853721,1
CNIH1,0.058867257,1
SBF2,-0.011909004,1
SERPINE3,-0.203000978,1
PNMA2,-0.010547553,1
VEZF1,-0.104335622,1
BNIP3L,0.108744894,1
SLITRK3,-0.019169116,1
TLR2,-0.003271314,1
NAA38,-0.151038345,1
IRF2,0.090405195,1
BCHE,0.389829282,1
FAM204A,0.072543945,1
SLC39A14,-0.120214981,1
TRAM1L1,-0.076481524,1
RBM26,0.09268657,1
TMEM131L,0.062345251,1
ACADM,-0.060457818,1
FRG1,0.092256005,1
IL18,-0.120064236,1
EEF1AKMT1,0.171112966,1
ST3GAL4,0.047459871,1
SLC38A9,0.125151529,1
SYPL1,0.038027753,1
FTSJ3,-0.031708618,1
OLFM1,-0.091586055,1
PRRT3,-0.185720942,1
TGFB3,-0.25274361,1
TMEM88,0.308229552,1
PIWIL2,0.270476791,1
KCNH2,-0.151192141,1
INTS6,0.122708065,1
AKR1B7,-0.762236037,1
CRTAPL1,-0.11537071,1
FAM161A,0.335846628,1
PPP3CA,0.050502849,1
LGALS1,-0.318478683,1
FKBP14,0.263572928,1
ARIH1,0.075144824,1
PGM1,-0.049470538,1
PCF11,0.124602509,1
ADAMTS15,-0.234986968,1
UXT,-0.048321787,1
VPS50,0.025049657,1
TMEM199,-0.02669453,1
CLCNKB,0.035055711,1
SKIL,-0.029920111,1
LRRC46,-0.019606024,1
SLFNL1,0.07906234,1
SWAP70,-0.116102607,1
FGR,-0.288199253,1
LOC500227,-0.073246467,1
LOC680121,-2.354607723,1
PRLHR,-0.448868833,1
BCKDHB,0.198874806,1
PIGO,-0.030633924,1
MCTP2,0.179324871,1
EMC3,-0.026604761,1
XPO1,0.124815427,1
DIDO1,-0.103528231,1
PLS1,0.164699171,1
LDLR,0.031672208,1
PIP4P1,-0.030321577,1
PCDH18,0.283668668,1
MSANTD2,0.115638982,1
AIF1L,0.022002695,1
SNX16,0.076256691,1
CACUL1,0.078077804,1
PLCH1,0.19733725,1
WNK1,0.025178702,1
SLC25A13,0.329634818,1
NKAPD1,0.15576557,1
PUF60,-0.144224345,1
CTPS1,-0.139613181,1
PIH1D2,0.200340495,1
OTOF,-0.135634959,1
ERCC8,0.022361648,1
GSDME,0.011135253,1
PLEKHA8,-0.051729621,1
RARA,-0.391416094,1
COQ3,0.089312834,1
THRAP3,0.028012564,1
PLPP1,-0.077024018,1
PNP,-0.124839398,1
LRRC42,-0.029949381,1
AKAP11,0.089097582,1
ZRANB2,0.113540906,1
RABGGTB,0.019793534,1
DCPS,-0.04895266,1
DLAT,0.012524073,1
RAPGEF6,0.116699429,1
ERAP1,0.231369512,1
STPG3,-0.061437299,1
RIPPLY2,-0.061808025,1
ADCK2,-0.065131326,1
SRSF4,-0.031369527,1
POLR3A,-0.010980597,1
OSBPL3,-0.212326096,1
WEE1,0.184103718,1
CLEC4A3,0.227400341,1
FAM166A,-0.284507892,1
ISY1,-0.03338803,1
SLC33A1,0.05939222,1
CYB5R4,0.190179033,1
ATR,0.270430969,1
POLR3D,0.034579937,1
UBALD2,-0.048724779,1
VTN,-0.175462061,1
ASAH1,0.188848165,1
EPB41,0.091997656,1
PSMC5,-0.046156935,1
UBE2G1,0.220317342,1
WDFY2,-0.015919674,1
CLEC4A,0.782724281,1
DDIT4L,1.110583927,1
DCTN1,-0.082803398,1
STARD9,-0.100514869,1
CALCR,0.647022184,1
SPRY2,-0.126403617,1
PANX1,-0.121076535,1
HTR2A,0.144679505,1
ABCC4,-0.056162106,1
DGKH,0.156141291,1
LYPLA2,-0.171936224,1
PLPP7,-0.050192643,1
RGD1560010,0.422773047,1
PKP1,0.312224024,1
SMARCD3,-0.007535667,1
SPAG1,0.065129323,1
CAR3,0.156014215,1
TMEM144,0.245483727,1
PRPSAP1,-0.019636436,1
YTHDF3,0.044689193,1
CLDN10,0.084749571,1
PLAGL2,0.043563211,1
ZFP143,0.015206385,1
CCDC174,-0.023990568,1
EFCAB14,0.012861873,1
MAGIX,-0.295719398,1
KCNMB2,-0.433968619,1
AZI2,0.078228775,1
PLEK2,-0.347601736,1
ASB8,-0.042625023,1
TYW5,-0.040628818,1
AC118490.1,-0.519061529,1
EIF4B,-0.003246018,1
POFUT1,0.021909446,1
S100A11,1.056463105,1
FAXC,-0.053532054,1
AABR07025295.1,0.105979585,1
NOL9,-0.210078805,1
EXOC3L4,-0.170809462,1
LEO1,-0.018095591,1
EIF3A,0.058694102,1
ZMAT3,-0.079012535,1
LEF1,0.088304418,1
TRIM2,0.044341867,1
MTREX,0.09482394,1
RIOX1,-0.134418412,1
SLC27A2,-0.069876157,1
RIN2,-0.044859845,1
BPGM,-0.011664506,1
ACOT2,0.051193094,1
XPO4,-0.056925137,1
TTLL1,-0.120599026,1
NDN,-0.00139262,1
PDCD10,0.210756475,1
CMC1,-0.295675772,1
STRBP,-0.007251425,1
RGD1306233,-0.180895372,1
RAF1,-0.02259799,1
ZC3HC1,0.068415715,1
PCM1,0.150414442,1
SNAPC5,0.06569652,1
MAGEL2,0.150896418,1
ICE2,0.445085117,1
MYO10,-0.043766119,1
TEX38,-1.481158553,1
MRPS2,-0.053916641,1
TNFAIP2,0.07906234,1
ATPAF1,0.09018352,1
TUBB4B,-0.207765296,1
ELK1,-0.008152514,1
MKRN3,0.694808208,1
ENPP4,0.148413269,1
MAP2K1,-0.048494734,1
CGRRF1,-0.036737401,1
GID8,0.015047606,1
FAM198B,-0.261903268,1
BRK1,-0.084587364,1
RGD1306941,0.124460161,1
CDV3,0.089475852,1
SATB2,0.215774754,1
RPS24,-0.043830252,1
IFT43,-0.146674583,1
GLB1,-0.146399024,1
GLRB,0.161669518,1
TMEM9,-0.086941866,1
MTURN,0.04774182,1
TIMP1,-0.702509785,1
NOL12,-0.031000533,1
SLC7A11,0.066009954,1
FGD5,-0.093544293,1
SCRN2,0.256036815,1
PRRC2B,-0.104161872,1
NEWGENE_619861,0.157139502,1
RALGDS,-0.146772326,1
RAB30,0.177746533,1
GPATCH2L,-0.084797274,1
FAM45A,0.098339921,1
ENPP5,0.021737378,1
CALD1,0.158603433,1
NSMAF,-0.152404009,1
PKIG,0.029615677,1
MAP7D1,-0.011065534,1
CNBP,0.06808546,1
TENT5A,0.235967971,1
HSPB11,-0.114801381,1
SARM1,-0.110511793,1
SERPINI1,0.152105417,1
HEXA,-0.053630389,1
CD163,-0.058331314,1
HTR1A,0.033243954,1
CUEDC1,-0.099526398,1
VHL,0.080300657,1
ESRRB,-0.319821262,1
DIXDC1,0.138905083,1
CLDN11,0.091107391,1
ADA,-0.013577188,1
CD180,-0.087108341,1
KLHDC10,0.025621538,1
VOM2R44,0.200152054,1
SMC4,0.189391264,1
SLC17A9,0.025670777,1
IDH3A,-0.125592783,1
PDE8B,0.122640898,1
NINJ2,-0.380152083,1
ST3GAL5,-0.064894004,1
CAST,0.131682241,1
SLC46A1,-0.100909288,1
SLC7A7,-0.03673871,1
XBP1,-0.064267278,1
EPS15,-0.027803682,1
EIF4E3,-0.07625535,1
RASL10B,-0.133388691,1
TRIM32,-0.003747469,1
H2AFZ,0.047816126,1
NR2F2,-0.025822985,1
NFYB,-0.118890188,1
DZIP1,-0.041723791,1
MAGOHB,0.302350892,1
LCP1,-0.009098851,1
EFNB3,-0.113527412,1
PTGER3,0.294510913,1
COL20A1,-0.290408744,1
MARK3,0.034079592,1
CTSB,-0.023981755,1
NIPSNAP3B,-0.097815782,1
ZFAND1,0.416232579,1
SSMEM1,0.010690306,1
STYK1,0.730240017,1
CACNA1F,0.170030142,1
GHRL,0.238443084,1
RCAN2,-0.025063066,1
DNAJC3,0.057808708,1
DNAJB6,0.107819029,1
LHX9,0.53422896,1
SH3RF1,-0.205165665,1
KIF3B,0.008200754,1
ANXA2,-0.250282445,1
MRPS23,-0.08335173,1
SYN1,-0.051040311,1
DHX29,0.101466989,1
TNIP1,0.072124506,1
SLC4A5,1.515667661,1
CELF1,-0.029296669,1
MKNK1,-0.082760194,1
H2AFX,0.016443274,1
NDRG2,-0.049607795,1
HMBS,-0.000114841,1
NRG1,-0.295483358,1
EYA3,-0.101478461,1
AGBL3,0.372176244,1
HSPB2,-0.6334995,1
CEL,1.003458824,1
LOC103690024,0.091027335,1
POLR2K,0.075712286,1
NOL6,-0.050474511,1
CCDC180,0.353570668,1
ATXN7L1,-0.031128312,1
NOL4L,0.016533416,1
NEK1,0.059598657,1
SEM1,0.06102208,1
WDR91,-0.270040617,1
MISP,0.573929474,1
IPO7,0.139066907,1
BAHD1,-0.132021282,1
DYNC1LI1,0.074383032,1
NUPL2,0.109365362,1
ZBTB17,-0.091448489,1
CPT1B,-0.085434085,1
GNAL,0.135000229,1
TMOD2,0.108039193,1
PTBP1,-0.044444586,1
ELOVL7,0.173987213,1
SLC34A3,0.079592935,1
LOC100363502,-0.041760106,1
KLHL7,0.109841521,1
VASH1,-0.125909953,1
FBXO43,-1.04564443,1
GPX8,-0.144579391,1
CPA4,1.0306581,1
CHPF2,-0.087160708,1
LOC102549542,0.014485246,1
CCDC32,0.003126324,1
CAND2,-0.00185815,1
HMCES,0.023471672,1
CASP3,0.048310463,1
POMT1,-0.125875634,1
MYCBP2,0.030574915,1
VSTM5,-0.085574697,1
IMPA1,-0.022547185,1
ZDHHC21,0.163405381,1
MPP4,0.02277255,1
ZMIZ1,-0.227844343,1
SAMD4A,0.266950271,1
SP2,-0.076470506,1
TTC17,0.019527515,1
MED17,-0.005660343,1
FBXO8,-0.033679447,1
YIPF1,-0.03152062,1
CACHD1,-0.271995827,1
TRIM59,0.577039243,1
PLAU,-0.181131585,1
FAM126A,-0.132239317,1
CYP39A1,-0.469320052,1
WRAP53,0.012463594,1
TLR4,0.031380708,1
NAA20,0.188154998,1
CRYAB,0.046095585,1
DENND1A,-0.044872428,1
LOC100911166,0.250402345,1
THBS2,0.274501314,1
OPRD1,-0.220172483,1
FAM206A,0.131980088,1
ARFIP1,-0.101483274,1
ANKRD50,-0.028873084,1
CDH18,0.081883643,1
NR2C2,-0.134189508,1
DIS3L,-0.107352664,1
COMMD7,0.105534758,1
MCAT,-0.062869857,1
MRPL45,-0.088878351,1
SRPRA,-0.117484178,1
MRAP2,-0.077357815,1
FOXB1,0.196374552,1
TSPO,-0.415751599,1
TRAPPC3,0.088944315,1
LHX2,-0.215082211,1
LAMTOR3,-0.035333794,1
PNMA1,-0.104869449,1
LOC108348161,-0.005401417,1
INTU,0.082536005,1
SMARCD2,-0.129808261,1
PPIF,-0.086171251,1
CEP44,0.062694425,1
ANGEL1,-0.011299792,1
PUS7,0.024804739,1
PTPN1,-0.033174222,1
DAPP1,0.292379197,1
ACOT7,-0.16601157,1
TMEM123,0.609576648,1
CRNKL1,0.170282322,1
TNS2,-0.078593606,1
LOC103689968,0.134949231,1
KDM5A,0.083840591,1
SLC25A27,0.029884776,1
CTNNAL1,0.121092969,1
LOC500124,-0.050351736,1
RBM45,-0.090648498,1
SLC5A7,0.270692696,1
HS3ST1,0.052011694,1
CYSRT1,0.018855077,1
SRPK2,-0.068764747,1
BIRC2,0.076014205,1
RNF208,-0.098054765,1
CEP162,0.034145372,1
ABCF2,-0.066780159,1
HPGD,0.454281314,1
NDOR1,-0.079415517,1
SCUBE1,-0.258452879,1
NDC1,0.154488843,1
AP3B1,0.004525021,1
DNMT3B,-0.037619787,1
SPHK1,-0.831469317,1
SEC13,-0.100971459,1
NOD1,-0.244349851,1
PRCP,0.102942065,1
ACSL1,0.026644897,1
MEGF11,-0.577156007,1
IGFBP4,-0.288060523,1
COA7,0.078534369,1
TBC1D5,0.013079957,1
LYSMD2,-0.027420541,1
KANK2,-0.087987987,1
LGALS3,0.45262684,1
TMEM229B,-0.16079619,1
CTNND2,-0.074111281,1
PLEKHH1,0.073188984,1
DOCK6,-0.266985019,1
ELMSAN1,0.050320294,1
MTTP,-0.336356981,1
LOC100363289,0.112746574,1
CTH,0.116821375,1
GABPB1,0.191474019,1
COL6A5,-0.719593876,1
WDR73,0.013874389,1
WISP2,-1.019572736,1
ANXA6,-0.067772209,1
ERAL1,0.06583632,1
SMARCE1,-0.033837352,1
MED12L,0.141910023,1
CLCN3,0.036480917,1
TBX18,0.762489153,1
NRGN,-0.031989542,1
CMTM3,-0.1388994,1
TPBG,0.125602128,1
PDGFC,0.100192552,1
NEIL2,0.935356532,1
HADH,-0.074090061,1
TRIM43A,0.403256934,1
UBE3C,0.064195934,1
CCDC117,0.289587982,1
DICER1,0.06499813,1
TERF2IP,0.167596605,1
ATOH8,0.442504395,1
GPR153,0.227443287,1
EXOSC10,-0.062965857,1
MAST4,0.094764401,1
DLGAP5,0.553498597,1
UBE2R2,-0.106369358,1
STRADB,-0.067832994,1
USP8,-0.010888542,1
EFCAB10,-0.123297111,1
GPM6A,0.188057932,1
SAP18,-0.117024861,1
VPS11,-0.093250859,1
NFYC,-0.110237456,1
PBX4,0.003531728,1
MBNL2,0.098879827,1
FDXACB1,0.114810562,1
NRP1,-0.211081171,1
RPL32,0.002360658,1
DAP,-0.093153024,1
MTUS1,0.087789126,1
TWISTNB,0.49871449,1
TMEM41B,0.161091436,1
AIG1,-0.115923737,1
TP53,-0.195203054,1
LPAR2,-0.975448323,1
E2F5,0.046106719,1
FAM181B,-0.105717661,1
VCL,-0.06762121,1
KPNA4,0.057852512,1
PKD1,0.012139406,1
ARRDC4,0.300742016,1
ATP13A1,-0.180697135,1
TOX,0.047630686,1
DLC1,0.167157618,1
MAK16,-0.175459787,1
SCG3,-0.114588262,1
DUSP7,0.045870001,1
RIPOR3,0.398063119,1
