ID	FC	
Haus6	-0.06	
Gid8	-0.06	
Sh3glb1	-0.06	
Otor	-0.06	
Nfkb1	-0.06	
Lss	-0.06	
Ggps1	-0.06	
RF00002	-0.06	
Eif4h	-0.06	
Txnrd1	-0.06	
Myo7a	-0.06	
Dcun1d5	-0.06	
Ndufaf5	-0.06	
AABR07021759.1	-0.06	
Syngr3	-0.06	
Btbd8	-0.06	
Jak3	-0.06	
Naca	-0.06	
Eed	-0.06	
Ccdc115	-0.06	
AABR07038926.1	-0.06	
Ctla4	-0.06	
Caap1	-0.06	
Baz2b	-0.06	
Peli2	-0.06	
Smtn	-0.06	
Tmod2	-0.06	
Iffo2	-0.06	
Sycp3	-0.06	
Mx1	-0.06	
Spata7	-0.06	
Rhbdd2	-0.06	
Ifrd1	-0.06	
Rnf41	-0.06	
Tango2	-0.06	
Sdc3	-0.06	
Agap1	-0.06	
Krcc1	-0.06	
Vac14	-0.06	
Trpv2	-0.06	
Ccdc57	-0.06	
Syt12	-0.06	
Papss1	-0.06	
Rwdd4	-0.06	
Sat1	-0.06	
Ankrd50	-0.06	
Intu	-0.06	
AABR07041089.1	-0.06	
Drg2	-0.06	
Car14	-0.06	
Cep19	-0.06	
AABR07039307.1	-0.06	
Dnajb2	-0.06	
Chpt1	-0.06	
Zfp281	-0.06	
Aifm3	-0.06	
Gng10	-0.06	
Tsc22d4	-0.06	
Secisbp2l	-0.06	
Rccd1	-0.06	
LOC102556092	-0.06	
Tspan3	-0.06	
Kank2	-0.06	
Vmp1	-0.06	
Tspan13	-0.06	
RF00026	-0.06	
Hmg20b	-0.06	
Klf9	-0.06	
Ppp1r2	-0.06	
Ralgps1	-0.06	
AABR07029002.3	-0.06	
Cndp2	-0.06	
Twsg1	-0.06	
Cyp19a1	-0.06	
Rps13	-0.06	
Mgll	-0.06	
Men1	-0.06	
Sbno2	-0.06	
LOC100294508	-0.06	
Ints12	-0.06	
RF00394	-0.06	
Minpp1	-0.06	
Ssr3	-0.06	
Tent4a	-0.06	
Rfwd3	-0.06	
Leprotl1	-0.06	
LOC108348172	-0.06	
Dixdc1	-0.06	
Ippk	-0.06	
Tfb2m	-0.06	
Tnfrsf12a	-0.06	
Snx3	-0.06	
Cavin1	-0.06	
Cbx7	-0.06	
Notch2	-0.06	
Zfp217	-0.06	
Casc1	-0.06	
Ap1b1	-0.06	
Fbln1	-0.06	
Galnt14	-0.06	
Chchd7	-0.06	
Atg4d	-0.06	
Rspry1	-0.06	
Atp2b2	-0.06	
Nbeal1	-0.06	
AC130970.1	-0.06	
Cilp2	-0.06	
Abcg1	-0.06	
Myc	-0.06	
Gid4	-0.06	
Ei24	-0.06	
Stard4	-0.06	
Dlx2	-0.06	
Marveld2	-0.06	
Slc5a7	-0.06	
Traf3ip2	-0.06	
Wdr53	-0.06	
Nvl	-0.06	
Hcn3	-0.06	
Daam1	-0.06	
Lpxn	-0.06	
Slc20a2	-0.06	
Kdm2b	-0.06	
Acin1	-0.06	
Leprot	-0.06	
Tex10	-0.06	
Zfp600	-0.06	
Atp5if1	-0.06	
Tpx2	-0.06	
Mrpl45	-0.06	
Ccdc112	-0.06	
Lrrc4b	-0.06	
Zfp9	-0.06	
Ifi47	-0.06	
Srp68	-0.06	
Elovl5	-0.06	
Rcn2	-0.06	
Ext2	-0.06	
Kyat1	-0.06	
Ndufa13	-0.06	
AABR07071905.1	-0.06	
Ndufa6	-0.06	
Dpcd	-0.06	
Herpud2	-0.06	
Ndufaf3	-0.06	
AC094212.1	-0.06	
Psenen	-0.06	
Nabp1	-0.06	
Prkx	-0.06	
Tbc1d16	-0.06	
Higd1a	-0.06	
Nmd3	-0.06	
RGD1562310	-0.06	
Ndufs7	-0.06	
LOC100910577	-0.06	
Rps20	-0.06	
Polr2d	-0.06	
Bbs4	-0.06	
Tmem86a	-0.06	
Psma2	-0.06	
Frem2	-0.06	
Wsb2	-0.06	
Ndufb7	-0.06	
Kat6b	-0.06	
Dnm2	-0.06	
Sema6c	-0.06	
Htatsf1	-0.06	
Lama2	-0.06	
Klf6	-0.06	
Spry3	-0.06	
Ubac1	-0.06	
Phb	-0.06	
Adipor1	-0.06	
Cd33	-0.06	
Rap1gap2	-0.06	
Cadm4	-0.06	
Abcd3	-0.06	
Gga2	-0.06	
AABR07003537.1	-0.06	
Ndufs3	-0.06	
Trak1	-0.06	
Zc3hav1	-0.06	
Bub3	-0.06	
Smim35	-0.06	
Sync	-0.06	
AC099089.1	-0.06	
Ptp4a2	-0.06	
Kat7	-0.06	
Hypk	-0.06	
Acss2	-0.06	
Klhdc10	-0.06	
Exosc2	-0.06	
Ubfd1	-0.06	
Npl	-0.06	
Arhgap18	-0.06	
Ppt2	-0.06	
Jchain	-0.06	
Ccp110	-0.06	
Ifngr2	-0.06	
Rela	-0.06	
Nr2c2ap	-0.06	
Saraf	-0.06	
Mapkapk5	-0.06	
Tspan33	-0.06	
Dhrsx	-0.06	
LOC102550543	-0.06	
Uqcc2	-0.06	
Cabcoco1	-0.06	
RGD1561590	-0.06	
Rab40c	-0.06	
Txndc12	-0.06	
Zswim7	-0.06	
Gch1	-0.06	
Atat1	-0.06	
Mme	-0.06	
Ppp1r16b	-0.06	
Wdr5	-0.06	
Rpa3	-0.06	
Mrps31	-0.06	
Gipc1	-0.06	
AC098125.3	-0.06	
Znf354b	-0.06	
Ier3	-0.06	
Cisd1	-0.06	
Mt-cyb	-0.06	
Gbp5	-0.06	
Lix1l	-0.06	
Tagln2	-0.06	
Arfgap2	-0.06	
Psd2	-0.06	
Irf2bpl	-0.06	
Maats1	-0.06	
Gde1	-0.06	
Cgn	-0.06	
Abo	-0.06	
LOC306766	-0.06	
Fitm2	-0.06	
Nek6	-0.06	
Rab2b	-0.06	
Atp13a4	-0.06	
Runx1	-0.06	
Cept1	-0.06	
Adck5	-0.06	
Casz1	-0.06	
Rps16	-0.06	
Tecr	-0.06	
Nudt3	-0.06	
Rbm10	-0.06	
AABR07018064.1	-0.06	
LOC297756	-0.06	
AABR07058450.1	-0.06	
Itgb3bp	-0.06	
Grpel1	-0.06	
Tax1bp1	-0.06	
Stx8	-0.06	
AABR07026957.1	-0.06	
Trim59	-0.06	
Jup	-0.06	
Rad17	-0.06	
AABR07030861.1	-0.06	
Sac3d1	-0.06	
Nup43	-0.06	
Rnf8	-0.06	
H2afy	-0.06	
Arhgdia	-0.06	
Asb8	-0.06	
Smu1	-0.06	
Dnase1l1	-0.06	
Lrrc8d	-0.06	
AABR07003751.1	-0.06	
AABR07037489.1	-0.06	
Tmem135	-0.06	
Mcrs1	-0.06	
Smurf2	-0.06	
AABR07030520.1	-0.06	
AC126292.3	-0.06	
Thap4	-0.06	
Sh3bp5l	-0.06	
Rassf4	-0.06	
Podxl	-0.06	
Pygb	-0.06	
Suox	-0.06	
Actn3	-0.06	
Cox7c	-0.06	
Tmem164	-0.06	
Eif1	-0.06	
Agbl5	-0.06	
Slc25a42	-0.06	
Tmem256	-0.06	
Gabrb1	-0.06	
LOC100911847	-0.06	
LOC103694865	-0.06	
Eef2	-0.06	
Mtg1	-0.06	
Fam133b	-0.06	
Arl6ip5	-0.06	
Slc39a10	-0.06	
LOC108348143	-0.06	
Mettl22	-0.06	
Gdpd2	-0.06	
Zfp317	-0.06	
Zfp958	-0.06	
Lca5	-0.06	
Eml1	-0.06	
Mettl14	-0.06	
Mbd6	-0.06	
Cmtr2	-0.06	
Sp3	-0.06	
Zfp598	-0.06	
Mta2	-0.06	
Fat1	-0.06	
AABR07040855.1	-0.06	
Pear1	-0.06	
Ilkap	-0.06	
Slc39a9	-0.06	
Ankrd13d	-0.06	
Hnrnpm	-0.06	
Icoslg	-0.06	
Surf6	-0.06	
Ivd	-0.06	
Kctd2	-0.06	
Tfg	-0.06	
Iws1	-0.06	
Gmeb1	-0.06	
Ak2	-0.06	
Cox7a2	-0.06	
Tbc1d2b	-0.06	
Osgin1	-0.06	
Tmem150b	-0.06	
Zcchc12	-0.06	
Dnajb11	-0.06	
Lrp8	-0.06	
Fez1	-0.06	
H3f3c	-0.06	
AABR07008608.1	-0.06	
Nol4l	-0.06	
Ctsd	-0.06	
Bcan	-0.06	
Nadk	-0.06	
Jak2	-0.06	
Fam161b	-0.06	
Calu	-0.06	
Myof	-0.06	
AABR07010649.1	-0.06	
Trmt2a	-0.06	
Pop1	-0.06	
Gdf11	-0.06	
Rrp7a	-0.06	
Pin4	-0.06	
Tex261	-0.06	
Scube2	-0.06	
Mrpl54	-0.06	
Myrip	-0.06	
Msl2	-0.06	
Mrps14	-0.06	
Fam19a5	-0.06	
Hspa13	-0.06	
Uck1	-0.06	
Nob1	-0.06	
Cpne5	-0.06	
Zranb3	-0.06	
Pomp	-0.06	
Gnl1	-0.06	
Llph	-0.06	
Abcc10	-0.06	
Tmem150c	-0.06	
Myzap	-0.07	
Mmadhc	-0.07	
Ttc17	-0.07	
Asph	-0.07	
Rnpep	-0.07	
Grb10	-0.07	
Crebbp	-0.07	
Snrpb2	-0.07	
Slc10a3	-0.07	
Zfp775	-0.07	
Arrb2	-0.07	
Aida	-0.07	
Ptpra	-0.07	
Samd10	-0.07	
Bod1	-0.07	
Sf3b5	-0.07	
Amer2	-0.07	
Lfng	-0.07	
Hint3	-0.07	
Tpgs1	-0.07	
Abcc9	-0.07	
Ube2h	-0.07	
Gad1	-0.07	
Gpkow	-0.07	
Dhrs7b	-0.07	
Zmynd15	-0.07	
Zfp287	-0.07	
Hdac5	-0.07	
AABR07029198.1	-0.07	
AABR07005572.2	-0.07	
Rab23	-0.07	
Adat2	-0.07	
Mcfd2	-0.07	
Dnpep	-0.07	
Sox7	-0.07	
Rnf103	-0.07	
AABR07065438.1	-0.07	
Rpn2	-0.07	
Gatad2b	-0.07	
Rufy1	-0.07	
Thap3	-0.07	
Fastk	-0.07	
Gar1	-0.07	
Cnpy4	-0.07	
Kdelc2	-0.07	
Fgr	-0.07	
Emp2	-0.07	
Vhl	-0.07	
Gpaa1	-0.07	
Cacna2d3	-0.07	
Evi5	-0.07	
Med30	-0.07	
Psma6	-0.07	
Slc16a1	-0.07	
Aup1	-0.07	
Tmem123	-0.07	
Armc7	-0.07	
Qtrt1	-0.07	
RGD1359127	-0.07	
Ube2q2l	-0.07	
LOC691918	-0.07	
Iglon5	-0.07	
Apeh	-0.07	
AABR07041600.1	-0.07	
Bcl9l	-0.07	
Tspan31	-0.07	
Smim12	-0.07	
Golph3	-0.07	
Galt	-0.07	
Upf3a	-0.07	
Syngr2	-0.07	
Enkd1	-0.07	
Spata5	-0.07	
Tbkbp1	-0.07	
AABR07044273.1	-0.07	
Pcbd2	-0.07	
Dguok	-0.07	
Wdfy2	-0.07	
Steap2	-0.07	
Abhd8	-0.07	
Setd4	-0.07	
LOC100911361	-0.07	
Cyp2t1	-0.07	
Rilpl1	-0.07	
S1pr3	-0.07	
Commd3	-0.07	
Dcxr	-0.07	
Cox6b1	-0.07	
Gpx7	-0.07	
Rab30	-0.07	
Impad1	-0.07	
Parm1	-0.07	
P4ha1	-0.07	
Hdx	-0.07	
AABR07028352.1	-0.07	
Cyp2j4	-0.07	
Fabp5	-0.07	
Wbp1l	-0.07	
Spred2	-0.07	
Umps	-0.07	
Slc25a2	-0.07	
Spata48	-0.07	
Pdxk	-0.07	
Dcaf7	-0.07	
Filip1l	-0.07	
Ptgr2	-0.07	
AABR07072207.1	-0.07	
Rbm15b	-0.07	
Bod1l1	-0.07	
Slc25a29	-0.07	
Ajuba	-0.07	
Acy1	-0.07	
Smim17	-0.07	
LOC103689961	-0.07	
Palm	-0.07	
Capn15	-0.07	
Ppm1m	-0.07	
Adamts10	-0.07	
Rbbp9	-0.07	
Atp5f1e	-0.07	
Atl2	-0.07	
Cpt2	-0.07	
Ssbp4	-0.07	
Rpp14	-0.07	
Rps4x-ps9	-0.07	
Mycbp	-0.07	
Nop53	-0.07	
Ngf	-0.07	
Slc2a6	-0.07	
Nfib	-0.07	
Ralgds	-0.07	
Trps1	-0.07	
Cdk15	-0.07	
Cwc15	-0.07	
Prpsap1	-0.07	
Vwa3a	-0.07	
Ppil3	-0.07	
Btn2a2	-0.07	
Cygb	-0.07	
AC126640.1	-0.07	
Spata13	-0.07	
AABR07024795.1	-0.07	
Tgif1	-0.07	
Slco1c1	-0.07	
AABR07015165.1	-0.07	
Ndufs8	-0.07	
Mrps10	-0.07	
Prmt7	-0.07	
Shkbp1	-0.07	
Ect2l	-0.07	
Atrip	-0.07	
Dusp3	-0.07	
Aqp11	-0.07	
Dcn	-0.07	
Tut1	-0.07	
LOC681282	-0.07	
Add3	-0.07	
AABR07002627.1	-0.07	
Efcab1	-0.07	
Msmo1	-0.07	
Gxylt1	-0.07	
Rab4a	-0.07	
AABR07053749.2	-0.07	
Mcub	-0.07	
Mppe1	-0.07	
Sptlc1	-0.07	
Ncs1	-0.07	
Il17ra	-0.07	
Psma7	-0.07	
AC117330.1	-0.07	
Cklf	-0.07	
Pank1	-0.07	
Plagl2	-0.07	
Ccdc22	-0.07	
Hacd2	-0.07	
Pnck	-0.07	
Fgd5	-0.07	
Vps37c	-0.07	
Cdc34	-0.07	
Csf1	-0.07	
Il18bp	-0.07	
Pfdn2	-0.07	
Zfp523	-0.07	
Frmd8	-0.07	
Capza1	-0.07	
Trim24	-0.07	
Hnmt	-0.07	
Cav1	-0.07	
Ppp1r1b	-0.07	
Sntg2	-0.07	
Rragd	-0.07	
AABR07019403.1	-0.07	
Sntb1	-0.07	
Gins3	-0.07	
Sned1	-0.07	
AABR07002910.1	-0.07	
Dph3	-0.07	
Ackr3	-0.07	
Nt5c	-0.07	
Atxn7l2	-0.07	
R3hdm4	-0.07	
Tor1a	-0.07	
Faap100	-0.07	
Ano3	-0.07	
Ldhb	-0.07	
Spire1	-0.07	
Galnt2	-0.07	
Fam107a	-0.07	
Elmod1	-0.07	
Serinc3	-0.07	
Eno3	-0.07	
Cd300lf	-0.07	
Prkg2	-0.07	
Msh2	-0.07	
Fahd2a	-0.07	
Xpo6	-0.07	
Tekt4	-0.07	
Manba	-0.07	
Retsat	-0.07	
Taco1	-0.07	
Aass	-0.07	
AABR07054262.1	-0.07	
Yjefn3	-0.07	
Ltbr	-0.07	
Ube2g2	-0.07	
LOC100365839	-0.07	
Mtch1	-0.07	
Psmg4	-0.07	
Rbm4	-0.07	
Eif2b5	-0.07	
Apbb2	-0.07	
Sppl2b	-0.07	
AABR07054319.1	-0.07	
Taf4	-0.07	
Med20	-0.07	
Afg3l1	-0.07	
LOC102549712	-0.07	
Tex26	-0.07	
Bckdha	-0.07	
Desi2	-0.07	
Washc3	-0.07	
RGD1309036	-0.07	
Sqle	-0.07	
Smad1	-0.07	
St3gal1	-0.07	
Slc35f3	-0.07	
Sh3d21	-0.07	
AC115255.1	-0.07	
Rpl22	-0.07	
AABR07006258.2	-0.07	
Rnf24	-0.07	
Dhrs1	-0.07	
Zbtb39	-0.07	
Plin5	-0.07	
Tsr3	-0.07	
Tmem203	-0.07	
Atp5mc2	-0.07	
Epb41l2	-0.07	
Tbc1d8b	-0.07	
Idh1	-0.07	
Ppif	-0.07	
Ksr1	-0.07	
Anapc15	-0.07	
AABR07043564.1	-0.07	
Mgst1	-0.07	
Bcl2l1	-0.07	
Ccdc126	-0.07	
Celf6	-0.07	
Tmem11	-0.07	
Anpep	-0.07	
Lsm7	-0.07	
Kdm1a	-0.07	
Zfp418	-0.07	
Cdc42se1	-0.07	
LOC108349606	-0.07	
Cltb	-0.07	
Porcn	-0.07	
Exosc4	-0.07	
Cyp2u1	-0.07	
Serpine1	-0.07	
Rab27b	-0.07	
AABR07042866.1	-0.07	
Cdk9	-0.07	
Gemin5	-0.07	
Mt-nd5	-0.07	
Snapc1	-0.07	
Zfp488	-0.07	
Cep63	-0.07	
Adgb	-0.07	
Dusp15	-0.07	
Ccdc12	-0.07	
Bpgm	-0.07	
Cdk19	-0.07	
Otulin	-0.07	
AC094643.2	-0.07	
LOC100360573	-0.07	
Usp38	-0.07	
Derl1	-0.07	
Usp53	-0.07	
Fbll1	-0.07	
Mpv17l2	-0.07	
Cdk11b	-0.07	
Lrtm2	-0.07	
Rpl13	-0.07	
Znhit3	-0.07	
Oat	-0.07	
Tgif2	-0.07	
Znrd1	-0.07	
Lcn12	-0.07	
Dars2	-0.07	
AABR07071986.1	-0.07	
AABR07066516.1	-0.07	
MGC116121	-0.07	
Kif20a	-0.07	
Coprs	-0.07	
Sp110	-0.07	
Nr1i3	-0.07	
Wnk1	-0.07	
Znhit6	-0.07	
Rac2	-0.07	
Ccnq	-0.07	
Sec11a	-0.07	
Adamtsl5	-0.07	
Adamtsl4	-0.07	
Vps72	-0.07	
Plaa	-0.07	
Vps35l	-0.07	
AABR07065598.1	-0.07	
LOC689986	-0.07	
Mterf1	-0.07	
Gas2l1	-0.07	
Disc1	-0.07	
Tbc1d15	-0.07	
Exosc10	-0.07	
Inhba	-0.07	
Phpt1	-0.07	
Ppp2r5b	-0.07	
AABR07039356.1	-0.07	
Slc25a28	-0.07	
Ntrk2	-0.07	
Isg20l2	-0.07	
Letm2	-0.07	
Ccr5	-0.07	
LOC100366030	-0.07	
Echdc1	-0.07	
Rab3il1	-0.07	
Txndc5	-0.07	
Ptpn9	-0.07	
Ect2	-0.07	
Msi2	-0.07	
Klf11	-0.08	
Cep295nl	-0.08	
LOC689574	-0.08	
Tbl3	-0.08	
