ID	FC
Cxcl16	0.31
Scn4b	0.31
Plk5	0.31
Tdp2	0.31
Sgk3	0.31
Tm6sf1	0.30
AABR07002784.1	0.30
Hmgb2	0.30
LOC100912483	0.30
LOC108348108	0.30
AABR07001099.1	0.30
AABR07066435.1	0.30
RF00410	0.30
Itgb4	0.30
Tcte3	0.30
Tppp2	0.30
AABR07039447.1	0.30
Ap1m2	0.30
AABR07043428.1	0.30
RF00002	0.30
Zfp74	0.30
Magohb	0.30
LOC103690164	0.30
Fut9	0.30
Hrasls	0.30
AABR07011013.1	0.30
Zfp518a	0.30
Zfp28	0.30
Fancd2	0.30
Tmem14a	0.30
Arrdc4	0.30
Casr	0.30
AABR07004876.1	0.30
RF00100	0.30
AABR07058464.1	0.30
Dusp9	0.30
AABR07045032.1	0.30
LOC102549817	0.30
LOC690468	0.30
Acrbp	0.30
Pros1	0.30
AABR07035428.1	0.30
AABR07009106.1	0.30
AABR07026291.1	0.30
Mis12	0.30
Dcun1d3	0.30
AABR07002882.1	0.30
Zfp804a	0.30
Vwa5b1	0.30
AABR07012826.1	0.30
Phospho2	0.30
Zfp354a	0.30
AABR07042937.1	0.30
Rcsd1	0.30
AABR07051177.1	0.30
Npsr1	0.30
AABR07064840.1	0.30
LOC360919	0.30
Ube2a	0.29
Ptger3	0.29
Eed	0.29
Fancf	0.29
Rdh10	0.29
Msr1	0.29
Ch25h	0.29
Mamdc2	0.29
Snrpn	0.29
Lca5	0.29
Apbb1ip	0.29
Spata25	0.29
Tnni3	0.29
AABR07002247.1	0.29
Cyp3a62	0.29
Scx	0.29
Mamdc4	0.29
Arhgef37	0.29
Trmt13	0.29
Rspo3	0.29
Glis3	0.29
LOC100911456	0.29
Dapp1	0.29
Zfp292	0.29
Ssr3	0.29
LOC498424	0.29
Ppp1r36	0.29
Mir186	0.29
Hba-a2	0.29
Ecm2	0.29
Ccdc43	0.29
Rad18	0.29
Cplane2	0.29
RGD1562726	0.29
Tex26	0.29
Ccdc117	0.29
Asic3	0.29
Ropn1l	0.29
LOC103694506	0.29
Orc2	0.29
St3gal6	0.29
Gm5471	0.29
Lsm1	0.29
Zfp868	0.29
LOC103690821	0.29
Srsf10	0.29
Casq1	0.29
Scgb1c1	0.29
Mss51	0.29
Cbll1	0.29
Ciita	0.29
C1qtnf7	0.29
Btg4	0.29
AABR07073134.1	0.29
AABR07026929.1	0.29
RF00026	0.29
AC132760.1	0.29
Kcnj8	0.29
Cep290	0.29
Ifnlr1	0.29
Wdr44	0.29
Zfp9	0.29
St14	0.29
AABR07042733.1	0.29
RF00277	0.29
Parp14	0.29
C5ar2	0.29
Nfatc4	0.29
AC126640.1	0.29
AABR07042936.2	0.28
Acot11	0.28
Gpsm3	0.28
Chka	0.28
Zfp386	0.28
Pcdh18	0.28
Sppl2a	0.28
AABR07065925.1	0.28
Pcdha4	0.28
Ppef2	0.28
Cul3	0.28
Manba	0.28
Btc	0.28
Cdhr5	0.28
Inpp4b	0.28
Sptssb	0.28
Gpr182	0.28
Capn8	0.28
AABR07010460.1	0.28
Tug1	0.28
RF00612	0.28
Brca1	0.28
Egflam	0.28
Gjb2	0.28
LOC108348190	0.28
Gprc5c	0.28
Ccer2	0.28
Ntn1	0.28
AABR07029596.1	0.28
Rnf139	0.28
AABR07018226.1	0.28
Ffar4	0.28
AABR07049149.1	0.28
Foxr2	0.28
RF00432	0.28
AABR07066861.1	0.28
Arg2	0.28
Ppp3r1	0.28
Asah2	0.28
Sft2d3	0.28
Kirrel2	0.28
Pard6g	0.28
LOC108348078	0.28
Sh3bgr	0.28
Prima1	0.28
Cfap77	0.28
AC096792.1	0.28
AABR07011031.1	0.28
AABR07044441.1	0.28
Yipf4	0.28
Grap	0.28
Olr59	0.28
Ackr2	0.28
Nxpe1	0.28
Dnase1l2	0.28
Vps37a	0.28
Rcan3	0.28
AABR07010030.2	0.28
Rspo1	0.28
Snx14	0.28
LOC108348137	0.28
Ier5l	0.28
LOC100362342	0.28
Trim25	0.28
Kbtbd8	0.28
Pidd1	0.28
Eps8l2	0.28
Zfp280d	0.28
Bdh2	0.28
Ccdc183	0.28
Pfn3	0.28
Nr1d2	0.28
Tmem47	0.28
Ermn	0.28
Ndufaf4	0.27
Naa50	0.27
Nek10	0.27
Nkx6-2	0.27
LOC102556148	0.27
Thbs2	0.27
Sycp3	0.27
Dnajb9	0.27
Oser1	0.27
Bbs5	0.27
Fanci	0.27
Gck	0.27
Fancb	0.27
Cxxc4	0.27
Aff1	0.27
Plin3	0.27
Smad6	0.27
Tbx6	0.27
Kcnk5	0.27
RF00399	0.27
Ager	0.27
Taf7	0.27
Pdcl	0.27
Tepp	0.27
Sec31b	0.27
Ctbs	0.27
Ogg1	0.27
LOC688442	0.27
Hsf4	0.27
Id4	0.27
Tmem30a	0.27
Slc5a7	0.27
Arl5b	0.27
Ccdc150	0.27
Piwil2	0.27
Ttc16	0.27
Atr	0.27
Mir22	0.27
Syap1	0.27
Asf1a	0.27
Anapc16	0.27
C2	0.27
AABR07071891.1	0.27
LOC103690038	0.27
Slc35g3	0.27
Chm	0.27
LOC100911585	0.27
Adat1	0.27
Lin52	0.27
Fam117a	0.27
Rassf4	0.27
Samd4a	0.27
Tgif2	0.27
AABR07059380.1	0.27
Ipp	0.27
Gnpnat1	0.27
Arl13b	0.27
Tbc1d32	0.27
Hbb	0.27
Cpne9	0.27
Zfp600	0.27
Ascl1	0.27
Rsad2	0.27
Il22ra2	0.27
Fam229b	0.27
Mmel1	0.27
RGD1305938	0.27
Pstk	0.27
AABR07044429.1	0.27
LOC103690067	0.27
Samd9	0.27
Akr1b8	0.27
Igsf10	0.27
AABR07041600.1	0.26
AC115420.4	0.26
Pdgfd	0.26
Ppil6	0.26
Myo1b	0.26
Sgpp2	0.26
AABR07067600.1	0.26
Adamts14	0.26
Fkbp14	0.26
Hbegf	0.26
Nckap5	0.26
Pycr1	0.26
Avl9	0.26
Ssr1	0.26
Pp2d1	0.26
Meis1	0.26
AC141169.2	0.26
Tmem203	0.26
Mab21l1	0.26
Ugt2b17	0.26
Dbil5	0.26
LOC103693984	0.26
Fga	0.26
Ly9	0.26
Wee2	0.26
Lilra5	0.26
Pf4	0.26
Mir126a	0.26
Smim24	0.26
RF00045	0.26
AABR07022098.1	0.26
AABR07065406.2	0.26
AABR07058816.1	0.26
Rwdd2b	0.26
RGD1309079	0.26
Atad2	0.26
Rbbp4	0.26
Mgst1	0.26
Sar1b	0.26
Meltf	0.26
Rp9	0.26
Crybg3	0.26
Hgd	0.26
LOC499240	0.26
Gjb3	0.26
Tmem52	0.26
F2rl1	0.26
Slc28a3	0.26
AC103535.1	0.26
Fam124b	0.26
RF00105	0.26
NEWGENE_1589866	0.26
AABR07035317.1	0.26
Pkib	0.26
Fam19a2	0.26
Brs3	0.26
Cthrc1	0.26
Serpina11	0.26
Bivm	0.26
Znf660	0.26
Clspn	0.26
Mall	0.26
Traf1	0.26
RF00277	0.26
Ptpn4	0.26
Sptlc3	0.26
AABR07070278.1	0.26
Pygo1	0.26
Kif20a	0.26
Slc35a1	0.26
RF00181	0.26
Rbl1	0.26
Lrrc6	0.26
AABR07043169.1	0.26
Lamc2	0.26
Tmem74	0.26
RGD1563680	0.26
Ptges3	0.26
Ago4	0.26
Lrrc55	0.26
Zfp606	0.26
Ret	0.26
Cep126	0.26
AABR07021220.1	0.26
Card9	0.26
Slfn5	0.26
Sema5a	0.26
Zfp367	0.26
Clasp1	0.26
AABR07065387.1	0.26
Mettl18	0.26
Scrn2	0.26
Nudt13	0.26
Hmgn5b	0.26
LOC103689994	0.26
Ttc30b	0.26
AABR07067355.1	0.25
Prkaa1	0.25
Lrrc23	0.25
Zbtb3	0.25
Miip	0.25
Adamts20	0.25
AABR07044049.1	0.25
AABR07044962.1	0.25
Psme2	0.25
Casp8ap2	0.25
AABR07014855.1	0.25
Gon7	0.25
C1galt1	0.25
Mei1	0.25
Mpp5	0.25
Gucy1a1	0.25
Ero1b	0.25
AABR07039316.1	0.25
Clgn	0.25
Rcn1	0.25
Cntnap5c	0.25
AABR07035725.1	0.25
AABR07050288.1	0.25
Bmt2	0.25
Prkx	0.25
Zbbx	0.25
Fem1c	0.25
Vps13a	0.25
Cracr2a	0.25
Tmem35b	0.25
AABR07030498.1	0.25
Zfp322a	0.25
Erich2	0.25
LOC498750	0.25
C1galt1c1	0.25
Nt5c	0.25
LOC100911166	0.25
Arhgap18	0.25
AABR07027870.2	0.25
AABR07055834.1	0.25
Eif2ak2	0.25
Clec3b	0.25
LOC102557137	0.25
Poc1b	0.25
Ddc	0.25
Ppp1cb	0.25
Slco4c1	0.25
Lipe	0.25
LOC103694855	0.25
AABR07025819.1	0.25
AABR07018116.1	0.25
Mad2l1	0.25
Rap2c	0.25
Tnfrsf25	0.25
LOC100362684	0.25
Tgif1	0.25
LOC680200	0.25
Slc24a1	0.25
Rsph4a	0.25
AABR07032097.1	0.25
Mex3d	0.25
Pik3r6	0.25
LOC103694210	0.25
Lztfl1	0.25
Irs3	0.25
Vegfd	0.25
Foxp3	0.25
Hbp1	0.25
Rpa3	0.25
Dmac2l	0.25
AABR07009834.1	0.25
LOC500684	0.25
Zfx	0.25
AC095947.3	0.25
Ndufv3	0.25
AABR07060318.1	0.25
Tmem144	0.25
Chdh	0.25
LOC100910915	0.24
Ofd1	0.24
Tmem69	0.24
Suz12	0.24
Prpf40a	0.24
Perm1	0.24
AABR07044925.1	0.24
Hba-a1	0.24
B3galt6	0.24
Dnajc9	0.24
Dek	0.24
Trip13	0.24
Otog	0.24
Dnah1	0.24
Nxpe5l1	0.24
Acer1	0.24
Acp7	0.24
Slc35a3	0.24
Fam135a	0.24
Naa30	0.24
Xk	0.24
Gpx3	0.24
Rtbdn	0.24
AC128792.1	0.24
RGD1311744	0.24
Clvs1	0.24
RF00136	0.24
Arap2	0.24
Mid2	0.24
Ttc21a	0.24
RGD1308147	0.24
LOC100125368	0.24
AABR07004397.1	0.24
AC127084.5	0.24
Lmod1	0.24
Tmem38b	0.24
Adcyap1	0.24
Zfp770	0.24
RF00069	0.24
Wrn	0.24
RT1-Ba	0.24
Gins1	0.24
Skint10	0.24
Asgr2	0.24
AABR07031734.13	0.24
Spp1	0.24
Tmem37	0.24
RF00100	0.24
Prelid2	0.24
Ythdc1	0.24
Ghrl	0.24
Dnajc28	0.24
Pik3r5	0.24
Lpar1	0.24
Klf1	0.24
Casp6	0.24
LOC103689977	0.24
Heca	0.24
Gadd45a	0.24
LOC103693323	0.24
Med31	0.24
Trhr	0.24
Slc10a4	0.24
Dpysl3	0.24
Igflr1	0.24
Ube2d3	0.24
Rpusd2	0.24
Ap1s2	0.24
Wfdc6a	0.24
Zmym5	0.24
Unc13c	0.24
Serp1	0.24
Styx	0.24
Boc	0.24
Tent5a	0.24
AABR07039234.1	0.24
Klhl13	0.24
AABR07051376.2	0.24
Rspry1	0.24
Naf1	0.24
Sgpp1	0.24
LOC100909481	0.24
Mmrn2	0.24
Angptl4	0.24
LOC100911224	0.23
Mrpl18	0.23
Slc7a3	0.23
Cul5	0.23
Kras	0.23
Pcdhgb5	0.23
Rab9b	0.23
Gkap1	0.23
AABR07039541.1	0.23
Afm	0.23
Gsta3	0.23
Kif27	0.23
Gbp7	0.23
Hmox1	0.23
Ehhadh	0.23
Mad2l1bp	0.23
Marf1	0.23
Disc1	0.23
LOC100911109	0.23
Tmod1	0.23
Zik1	0.23
Mterf3	0.23
Gpr165	0.23
Syk	0.23
Leng1	0.23
Dars2	0.23
Vash2	0.23
LOC103689943	0.23
P2ry12	0.23
Micu3	0.23
Erap1	0.23
RGD1563888	0.23
Cept1	0.23
Nkx3-1	0.23
Plekhf1	0.23
Ppp4r3b	0.23
0	0.23
Mettl15	0.23
Npy1r	0.23
Bmf	0.23
Slc12a2	0.23
Rgs6	0.23
Ccnjl	0.23
Lrig1	0.23
Mroh8	0.23
Tfrc	0.23
Tmem169	0.23
Wdr95	0.23
Rpe65	0.23
Vill	0.23
Klc3	0.23
Trpm8	0.23
Atp2c2	0.23
AABR07024203.1	0.23
RF00560	0.23
RF00105	0.23
RF00279	0.23
Asb7	0.23
AABR07006889.1	0.23
Paip1	0.23
AABR07044273.1	0.23
Dok2	0.23
Ranbp6	0.23
AABR07073295.1	0.23
Srpk3	0.23
Foxm1	0.23
Trim62	0.23
Ssb	0.23
Gsap	0.23
Bicc1	0.23
Gpr153	0.23
Clec4a3	0.23
Rhov	0.23
Epha5	0.23
Trpm7	0.23
Acot1	0.23
Zfp583	0.23
Oprk1	0.23
Skap2	0.23
Orc3	0.23
Ripk2	0.23
Prrg3	0.23
AABR07045621.1	0.23
Cdkl4	0.23
Nphp3	0.23
Pdzk1	0.23
Wapl	0.23
Bcl6b	0.23
Lactb2	0.23
AABR07031494.1	0.23
Rem1	0.22
Trappc6b	0.22
Siah2	0.22
AABR07071228.1	0.22
AABR07048653.1	0.22
AABR07059663.1	0.22
Tmem218	0.22
Fndc7	0.22
NEWGENE_1308171	0.22
AABR07035005.1	0.22
Pola1	0.22
Cldn12	0.22
Dnajb4	0.22
Zfp871	0.22
Naa15	0.22
Rhbdd1	0.22
AABR07053509.2	0.22
Xkrx	0.22
Ect2l	0.22
AABR07066944.1	0.22
AABR07057325.1	0.22
Atp7a	0.22
Gramd1c	0.22
Smyd5	0.22
Prr5l	0.22
AABR07008016.1	0.22
Epm2aip1	0.22
Kantr	0.22
Dvl2	0.22
AABR07044415.1	0.22
Car6	0.22
LOC100912478	0.22
Bhlhb9	0.22
Tasp1	0.22
Spag5	0.22
Cavin2	0.22
Baiap2l2	0.22
AABR07044362.6	0.22
Hsd17b11	0.22
Dnai1	0.22
LOC102555217	0.22
Ube2g1	0.22
Rassf6	0.22
AABR07049554.2	0.22
AABR07001555.1	0.22
Msl3l2	0.22
Gpr62	0.22
Lrtomt	0.22
Gjc1	0.22
Parp9	0.22
LOC304725	0.22
Mill1	0.22
Taf7l	0.22
AABR07043098.1	0.22
AABR07030086.2	0.22
AABR07051312.1	0.22
Ltbp1	0.22
Cyp4f4	0.22
Enpp6	0.22
Dnajc25	0.22
Derl2	0.22
RF00586	0.22
Rwdd3	0.22
Fkbp7	0.22
Map3k7	0.22
Rab11fip1	0.22
Smarca1	0.22
RGD1305089	0.22
Mier3	0.22
Sox2	0.22
Cyp20a1	0.22
Metrnl	0.22
Strn3	0.22
Casp1	0.22
Angptl6	0.22
Srp14	0.22
Spata46	0.22
Hmgn1	0.22
Prox1	0.22
Epop	0.22
AABR07006089.1	0.22
Krt26	0.22
LOC103690007	0.22
Trappc6a	0.22
Abcb7	0.22
Smim19	0.22
Cops2	0.22
LOC100362149	0.22
Cdh19	0.22
Spdya	0.22
Rras2	0.22
Pde4b	0.22
Slc16a3	0.22
AC142458.1	0.22
AABR07056515.1	0.22
Sfrp1	0.22
Satb2	0.22
Hmgb1	0.22
Epb42	0.22
Trnt1	0.22
Zkscan8	0.22
Csrnp3	0.22
LOC100910708	0.22
Pter	0.22
Bcl6	0.22
AABR07018078.1	0.22
Col4a3bp	0.22
Loxl3	0.22
Klhl42	0.21
Gtf2f2	0.21
Aass	0.21
Tstd1	0.21
Slc27a5	0.21
Apol3	0.21
Nsun4	0.21
AABR07020879.1	0.21
AABR07026112.2	0.21
Cbln2	0.21
Fan1	0.21
Pacsin3	0.21
Sco1	0.21
LOC688286	0.21
Dhx36	0.21
Alg14	0.21
C1qtnf12	0.21
Rpl10l	0.21
RF00288	0.21
Spag4	0.21
LOC100912163	0.21
Erbb3	0.21
Inha	0.21
Slfn2	0.21
AABR07071395.1	0.21
Mob1b	0.21
LOC100909830	0.21
AABR07025328.1	0.21
Epha7	0.21
Plpp2	0.21
AABR07030911.1	0.21
Hapln1	0.21
Lsm8	0.21
Rock1	0.21
Kdm1b	0.21
Ctsk	0.21
Drd2	0.21
Ephx2	0.21
AC116220.2	0.21
LOC100912181	0.21
Eno3	0.21
Mpz	0.21
Mir124-2	0.21
AC141966.1	0.21
Nae1	0.21
Wfdc1	0.21
AABR07069008.3	0.21
LOC691921	0.21
Pdcd10	0.21
Akr7a3	0.21
Igfn1	0.21
Cmbl	0.21
Rbp1	0.21
Gabra1	0.21
Cdh10	0.21
Tmx4	0.21
Kif23	0.21
AABR07039104.1	0.21
LOC108348118	0.21
Wfikkn2	0.21
Ppp1r14d	0.21
RF00001	0.21
Myom1	0.21
AABR07069008.2	0.21
Pde12	0.21
Hint3	0.21
AABR07006458.1	0.21
Ppwd1	0.21
Glra2	0.21
Prpf39	0.21
AC127076.2	0.21
Smim17	0.21
AC133265.1	0.21
Gbp5	0.21
AABR07055527.1	0.21
AABR07001210.1	0.21
Slc28a2	0.21
Abcc3	0.21
Zfp867	0.21
AABR07016141.1	0.21
LOC102556339	0.21
Alms1	0.21
Eif3j	0.21
Atp13a4	0.21
Dux4	0.21
Lpar5	0.21
Ctss	0.21
Top1mt	0.21
Dnaaf4	0.21
Api5	0.21
Mblac2	0.21
Wdr60	0.21
Taf11	0.21
Crb1	0.21
Zfp90	0.21
Tmem268	0.21
RGD1305298	0.21
Tfdp2	0.21
Zfp958	0.20
RGD1563482	0.20
Togaram1	0.20
Dpp10	0.20
Ankrd39	0.20
Setdb2	0.20
Commd2	0.20
Nudt11	0.20
Cdh7	0.20
Ddx50	0.20
Gstm3	0.20
Zfp964	0.20
Lrrc2	0.20
AABR07030019.1	0.20
Prkcq	0.20
Vav3	0.20
Cabyr	0.20
Zfp9	0.20
Ankrd34c	0.20
Perp	0.20
Slc14a1	0.20
Gstm5	0.20
Tmem170b	0.20
Ggps1	0.20
Klhl4	0.20
Acer2	0.20
AABR07026032.1	0.20
Il27ra	0.20
Gngt2	0.20
Rnf151	0.20
Mnd1	0.20
RF00001	0.20
AABR07019083.2	0.20
RF00156	0.20
Dhh	0.20
AABR07016578.2	0.20
RF00003	0.20
Mybpc1	0.20
Rnf212	0.20
AC116236.1	0.20
Dnal1	0.20
Slc13a4	0.20
Bbs2	0.20
AABR07021759.1	0.20
Med7	0.20
LOC103691744	0.20
Rmi1	0.20
LOC103690149	0.20
LOC103690163	0.20
Slc10a1	0.20
Ier5	0.20
LOC103694869	0.20
Pla2r1	0.20
AABR07007758.1	0.20
RGD1561671	0.20
RF01191	0.20
Ikbip	0.20
Zkscan4	0.20
LOC102551539	0.20
Slc26a2	0.20
Tyms	0.20
St6galnac2	0.20
AC096317.4	0.20
Dusp1	0.20
LOC100910771	0.20
LOC102551435	0.20
Kcna4	0.20
Ripk4	0.20
Krt77	0.20
Mmp23	0.20
Fam83f	0.20
Tirap	0.20
AC135409.1	0.20
LOC100911660	0.20
AABR07012779.1	0.20
Rab42	0.20
Cd101	0.20
AABR07052897.2	0.20
Gorab	0.20
Elavl2	0.20
Nfia	0.20
Commd8	0.20
AABR07067310.1	0.20
Nbn	0.20
Mcts1	0.20
Lpar6	0.20
Pih1d2	0.20
Hspb1	0.20
Smc5	0.20
Rbms1	0.20
Vom2r44	0.20
Trpc1	0.20
Mmadhc	0.20
Lnpep	0.20
Tmtc3	0.20
Il17d	0.20
Washc3	0.20
Phyhd1	0.20
Aida	0.20
Bckdhb	0.20
Bloc1s6	0.20
Hdgfl3	0.20
Rgs22	0.20
Pid1	0.20
Fos	0.20
Msantd3	0.20
Hook1	0.20
AABR07001905.2	0.20
Sowahc	0.20
Pggt1b	0.20
Slc2a10	0.20
Fam8a1	0.20
Ift80	0.20
Akr7a2	0.20
Slc17a5	0.20
Arhgap17	0.20
Tmem267	0.20
Plch1	0.20
Hif1an	0.20
Ppp1r2	0.20
Ccm2l	0.20
Ccdc114	0.20
Nutm1	0.20
Usp29	0.20
LOC103693210	0.20
Erbin	0.20
Mcm9	0.20
Gsta6	0.20
Amn1	0.20
Npm1	0.20
Tbpl1	0.20
Kcnt2	0.20
Foxb1	0.20
Ints8	0.20
LOC100359951	0.20
AC133270.1	0.20
AABR07044933.1	0.20
AABR07064613.1	0.20
AABR07034750.1	0.20
Actl6a	0.20
Bst2	0.20
Ppp2r3c	0.20
Usp50	0.20
AABR07071659.2	0.20
Nhlh2	0.20
Mt-nd2	0.19
AABR07002774.1	0.19
Fam133b	0.19
Mettl5	0.19
Zfp287	0.19
Virma	0.19
LOC100909712	0.19
Shld2	0.19
LOC103694869	0.19
Ccng2	0.19
Sec14l5	0.19
Elp5	0.19
Lamp2	0.19
Kiz	0.19
Cnot6	0.19
Yae1	0.19
Itfg1	0.19
Fosl1	0.19
AC109942.1	0.19
Cpsf6	0.19
Gnb3	0.19
Atrx	0.19
Mapk12	0.19
Atad2b	0.19
Ubn2	0.19
AABR07006160.1	0.19
Gldc	0.19
Ddx58	0.19
Pcdh12	0.19
Slc22a13	0.19
AABR07003056.2	0.19
Flt3	0.19
Baiap3	0.19
St18	0.19
AABR07037536.1	0.19
Slc11a1	0.19
Lrrc34	0.19
Cplane1	0.19
Upf3b	0.19
Lipt2	0.19
Gabpb1	0.19
Mettl4	0.19
Trpc3	0.19
Rassf1	0.19
LOC103690980	0.19
Pzp	0.19
Entpd3	0.19
Cep83	0.19
Hscb	0.19
Spryd7	0.19
Xrcc4	0.19
Fli1	0.19
Alg11	0.19
Fbxw10	0.19
Krit1	0.19
LOC680254	0.19
Trappc13	0.19
Sumo1	0.19
C4bpb	0.19
Cdc20	0.19
RF00086	0.19
RF00026	0.19
Mier1	0.19
Cyb5r4	0.19
Plxnd1	0.19
Tfcp2l1	0.19
Trim33	0.19
Chodl	0.19
Cryz	0.19
Scfd1	0.19
LOC100912393	0.19
Tmco5a	0.19
AABR07052085.1	0.19
Kif20b	0.19
Smc4	0.19
Mlh3	0.19
Zfp623	0.19
LOC100911248	0.19
Tspan2	0.19
Ccdc160	0.19
AC117925.2	0.19
Tstd3	0.19
Grm6	0.19
Asah1	0.19
Strip2	0.19
Snx13	0.19
Zfp706	0.19
Rnf13	0.19
Atf7	0.19
AABR07015729.1	0.19
Slc4a11	0.19
Cd300lf	0.19
Cox11	0.19
Cldnd1	0.19
Bad	0.19
AABR07031480.1	0.19
Naa20	0.19
Cyp4v3	0.19
Gpm6a	0.19
Trim66	0.19
Tead4	0.19
Fndc8	0.19
Galnt6	0.19
Kpna1	0.19
AABR07033564.1	0.19
LOC100909485	0.19
Rad23b	0.19
Sema3d	0.19
AABR07053472.1	0.19
Ndufaf7	0.19
Mphosph10	0.19
RF00569	0.19
LOC102550036	0.19
Ppat	0.19
Zfp260	0.19
Cbwd1	0.19
Lrrc56	0.19
B3galnt2	0.19
Bloc1s5	0.19
Gstcd	0.19
Tinf2	0.19
RGD1566265	0.19
LOC108349594	0.19
Sh3bgrl	0.19
Snrpb2	0.19
Spata5	0.19
Shb	0.19
Ankrd29	0.19
Mir149	0.19
Cmc2	0.19
Cpped1	0.19
Tom1l1	0.19
Golph3	0.19
AABR07028795.2	0.19
Isoc2b	0.19
Adssl1	0.19
Calb2	0.19
Mns1	0.19
Fam76b	0.19
Phlda3	0.19
Gemin6	0.19
Lmo1	0.19
Uba6	0.18
Ccdc39	0.18
Phip	0.18
Snx9	0.18
AABR07073038.2	0.18
Eid2b	0.18
Sptssa	0.18
AABR07004112.1	0.18
LOC363337	0.18
Nip7	0.18
Fam117b	0.18
Zfp189	0.18
Nmral1	0.18
Wee1	0.18
Pcgf5	0.18
Rad9a	0.18
Ccdc50	0.18
Gimap8	0.18
Crtapl1	0.18
Lmnb1	0.18
Anp32a	0.18
Cd83	0.18
AABR07040412.1	0.18
Trip4	0.18
B3galnt1	0.18
Camk2n1	0.18
Pex11a	0.18
Atxn3	0.18
Cstb	0.18
Ints2	0.18
Ccne2	0.18
Synj2bp	0.18
Fam208a	0.18
Oma1	0.18
Mmp11	0.18
Mt-nd6	0.18
Ano3	0.18
Nr2c1	0.18
Pcsk4	0.18
Mir3072	0.18
Txndc9	0.18
Pygl	0.18
AABR07072371.1	0.18
Cldn19	0.18
Sln	0.18
Cilp	0.18
AABR07065531.2	0.18
LOC100911002	0.18
AABR07063811.1	0.18
RF00405	0.18
RF00002	0.18
AC114363.1	0.18
AABR07024869.1	0.18
Wfdc2	0.18
Plcg2	0.18
Papolg	0.18
Sh3glb1	0.18
Cep164	0.18
Adal	0.18
Kcnq4	0.18
Lat2	0.18
Gabrg2	0.18
Nexmif	0.18
Tmx1	0.18
Tiprl	0.18
LOC103694867	0.18
RGD1310553	0.18
Tbc1d12	0.18
Gpank1	0.18
LOC100909824	0.18
AABR07044442.1	0.18
Hck	0.18
AABR07027854.1	0.18
Pde8a	0.18
Syt4	0.18
Has2	0.18
Hsd17b1	0.18
Slc22a18	0.18
AABR07013802.1	0.18
Cntln	0.18
Ppp4r3a	0.18
Bcl7a	0.18
Mctp2	0.18
Rnft1	0.18
Mapk15	0.18
Tp63	0.18
Tceal7	0.18
Ipcef1	0.18
Ctps2	0.18
Carns1	0.18
RF00279	0.18
Actr5	0.18
AABR07028349.1	0.18
Rmdn2	0.18
Fam181a	0.18
Ttc9c	0.18
Rest	0.18
Ddx3x	0.18
RT1-M3-1	0.18
Resf1	0.18
Zc3h6	0.18
Armt1	0.18
Nlgn1	0.18
Rab30	0.18
Zfp707l1	0.18
Zmym6	0.18
Cd55	0.18
Zbtb2	0.18
Taf1a	0.18
Crbn	0.18
LOC103694879	0.18
AABR07044362.5	0.18
AABR07015042.1	0.18
Cript	0.18
P2ry1	0.18
AABR07053734.2	0.18
Ccdc191	0.18
Tmem8a	0.18
Abhd13	0.18
Tjp3	0.18
Nradd	0.18
Rb1cc1	0.18
AABR07024786.1	0.18
Hibadh	0.18
Ros1	0.18
Socs4	0.18
Ntm	0.18
AABR07001512.1	0.18
Mthfd2l	0.18
Usp34	0.18
Drg1	0.18
Bhlhe41	0.18
Hprt1	0.18
Kcnj14	0.18
Ints13	0.18
Med21	0.18
Slc3a1	0.18
Rsph14	0.18
Gpr151	0.18
LOC108349745	0.18
AABR07050646.1	0.18
AABR07072264.4	0.18
Zfp113	0.18
Prkch	0.18
Tmem33	0.18
AABR07002870.1	0.18
Smchd1	0.18
Gja4	0.18
Dennd1c	0.18
Anapc4	0.18
LOC103694908	0.17
RGD1305110	0.17
AABR07037243.1	0.17
AC120486.2	0.17
Bphl	0.17
Ube2e1	0.17
Nova1	0.17
Thoc1	0.17
Zfp827	0.17
Dnaaf3	0.17
Cys1	0.17
Mospd1	0.17
Tmed5	0.17
Pdlim5	0.17
Nap1l3	0.17
Agfg1	0.17
Bmi1	0.17
Ap4e1	0.17
Elovl7	0.17
LOC688815	0.17
Zfp617	0.17
Star	0.17
AABR07041709.1	0.17
Eppin	0.17
AABR07016640.1	0.17
RGD1560034	0.17
Cebpzos	0.17
AC115371.1	0.17
Hccs	0.17
Kbtbd3	0.17
Ccdc88a	0.17
Nudt5	0.17
Cnih4	0.17
Socs5	0.17
Setdb2	0.17
AABR07066529.3	0.17
Plekhf2	0.17
Senp6	0.17
Kiaa0408L	0.17
Fam208b	0.17
Slc2a5	0.17
AABR07064111.1	0.17
Tnfaip8	0.17
AABR07069008.1	0.17
Vwa7	0.17
Rtp4	0.17
Oas1f	0.17
LOC108348293	0.17
Rnf144b	0.17
AABR07015719.1	0.17
Lrrtm2	0.17
Ap5m1	0.17
Sntb1	0.17
Rbm41	0.17
Fam193a	0.17
Lmbrd1	0.17
Kcnh6	0.17
Tmem44	0.17
Mettl26	0.17
Cep63	0.17
Tctn3	0.17
Adora2b	0.17
Fgd1	0.17
Ccdc62	0.17
LOC100910750	0.17
Zfp131	0.17
Srd5a1	0.17
Tmem237	0.17
Nufip2	0.17
Hopx	0.17
Omg	0.17
Eef1akmt1	0.17
Fah	0.17
Gng8	0.17
Capza2	0.17
Qser1	0.17
Crhr2	0.17
Sntb2	0.17
Htatsf1	0.17
AABR07002896.1	0.17
